,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(68.7, 27.75, 73.568)","(13.2, -40.05, 34.606)","(20.25, 4.95, 53.966)","(14.7, -4.35, 28.072)","(9.75, -16.65, 41.382)","(1.5, -6.75, 23.958)","(-3.9, -10.95, 41.382)","(9.9, -11.55, 29.766)","(1.5, -20.1, 32.912)"
1,0.01,"(70.5, 28.05, 74.294)","(14.1, -37.2, 34.364)","(20.4, 5.1, 52.514)","(14.1, -4.5, 27.588)","(10.35, -15.0, 39.93)","(-0.15, -8.1, 25.652)","(-4.65, -10.05, 44.528)","(7.5, -11.85, 26.862)","(1.5, -21.0, 33.396)"
2,0.02,"(66.75, 29.1, 72.358)","(15.75, -38.7, 35.816)","(19.95, 2.4, 51.062)","(13.95, -1.95, 27.588)","(10.35, -17.55, 41.624)","(1.05, -7.65, 24.926)","(-3.6, -11.1, 39.93)","(8.85, -10.35, 30.008)","(3.15, -19.2, 34.848)"
3,0.03,"(70.5, 27.6, 70.664)","(17.25, -39.75, 34.122)","(21.9, 5.1, 54.692)","(15.3, -4.95, 28.556)","(7.95, -16.5, 41.624)","(1.5, -8.55, 27.588)","(-4.5, -11.4, 42.108)","(9.3, -12.6, 27.104)","(2.55, -20.4, 33.396)"
4,0.04,"(69.45, 28.95, 76.472)","(16.5, -41.25, 35.332)","(18.3, 5.55, 57.354)","(14.25, -4.8, 28.556)","(7.35, -15.45, 41.624)","(3.0, -8.85, 25.652)","(-4.05, -10.2, 38.72)","(9.45, -11.25, 28.798)","(1.35, -19.65, 34.606)"
5,0.05,"(71.7, 28.2, 70.664)","(14.55, -42.3, 37.51)","(19.5, 4.35, 53.724)","(15.15, -4.65, 28.798)","(10.5, -17.55, 41.382)","(1.2, -8.1, 25.41)","(-4.05, -11.25, 40.414)","(9.15, -10.5, 30.734)","(2.55, -20.7, 33.638)"
6,0.060000000000000005,"(70.2, 30.0, 71.874)","(15.6, -38.4, 32.912)","(19.8, 3.9, 56.144)","(15.15, -4.2, 26.378)","(9.15, -16.5, 40.414)","(0.9, -9.15, 24.2)","(-1.95, -10.05, 41.624)","(9.15, -10.95, 27.83)","(2.4, -21.3, 32.428)"
7,0.07,"(69.6, 28.65, 71.874)","(15.15, -38.7, 34.848)","(18.9, 3.45, 53.724)","(14.4, -5.25, 25.41)","(9.0, -15.3, 41.866)","(-0.6, -6.9, 24.926)","(-4.35, -10.8, 40.898)","(9.15, -12.9, 30.008)","(1.95, -20.1, 34.364)"
8,0.08,"(67.2, 27.75, 71.632)","(16.35, -40.95, 34.848)","(18.9, 4.65, 52.998)","(14.1, -2.7, 26.62)","(9.3, -16.05, 42.834)","(1.2, -7.2, 23.716)","(-3.45, -10.65, 40.172)","(8.85, -12.6, 29.04)","(2.85, -21.3, 34.848)"
9,0.09,"(70.35, 27.3, 74.052)","(13.65, -39.15, 33.154)","(19.2, 4.35, 57.596)","(14.85, -3.3, 25.652)","(10.5, -13.8, 41.14)","(0.3, -5.85, 25.41)","(-3.0, -10.35, 41.866)","(8.1, -10.95, 30.008)","(0.75, -19.5, 34.364)"
