,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(69.0, 29.55, 71.39)","(13.05, -37.8, 40.172)","(19.65, 4.95, 52.514)","(17.55, -3.45, 28.798)","(8.1, -14.1, 42.108)","(-0.45, -7.5, 27.346)","(-3.75, -11.85, 39.688)","(7.65, -13.35, 28.072)","(1.8, -21.6, 33.154)"
1,0.01,"(69.15, 27.75, 74.052)","(12.6, -39.3, 34.364)","(19.65, 2.85, 55.418)","(15.6, -4.05, 27.83)","(10.35, -13.35, 45.254)","(-1.5, -4.2, 25.894)","(-4.2, -11.1, 40.414)","(7.65, -12.15, 28.314)","(0.9, -21.15, 34.606)"
2,0.02,"(69.3, 28.65, 72.842)","(16.35, -37.5, 34.606)","(20.7, 4.5, 57.354)","(16.2, -4.65, 27.346)","(10.5, -13.05, 43.56)","(0.6, -4.65, 24.684)","(-5.7, -11.25, 40.656)","(7.65, -12.45, 26.862)","(2.25, -22.2, 34.606)"
3,0.03,"(69.75, 27.75, 72.842)","(16.95, -36.9, 34.364)","(19.2, 4.65, 54.692)","(16.2, -3.45, 29.04)","(10.5, -14.7, 43.076)","(0.75, -7.5, 25.652)","(-4.5, -11.25, 40.414)","(7.95, -13.2, 27.346)","(1.65, -18.6, 35.09)"
4,0.04,"(70.05, 28.5, 73.568)","(15.75, -36.3, 32.912)","(18.9, 1.2, 54.692)","(17.4, -3.9, 27.346)","(9.75, -13.2, 41.866)","(0.75, -6.75, 25.168)","(-3.9, -11.55, 41.866)","(8.1, -12.0, 28.314)","(2.1, -21.0, 33.88)"
5,0.05,"(69.0, 28.65, 73.81)","(14.55, -37.2, 30.25)","(18.75, 4.05, 52.998)","(18.3, -5.1, 26.62)","(8.55, -15.6, 42.834)","(-1.5, -9.0, 23.958)","(-4.8, -12.0, 40.656)","(6.9, -13.05, 29.282)","(1.65, -20.7, 35.09)"
6,0.060000000000000005,"(69.75, 28.5, 72.6)","(16.8, -37.65, 32.186)","(18.75, 4.5, 53.966)","(14.85, -4.95, 29.766)","(10.05, -14.1, 41.382)","(-0.3, -8.4, 26.136)","(-4.65, -9.6, 42.108)","(7.35, -12.75, 30.734)","(2.25, -20.7, 35.332)"
7,0.07,"(69.6, 28.05, 73.326)","(15.9, -38.4, 34.122)","(19.65, 3.6, 53.482)","(16.95, -3.6, 26.378)","(11.25, -16.2, 42.35)","(1.8, -8.4, 26.62)","(-3.6, -10.35, 40.898)","(7.95, -10.8, 27.104)","(1.65, -20.55, 34.122)"
8,0.08,"(68.55, 28.8, 73.568)","(15.3, -37.35, 30.492)","(18.9, 3.0, 54.692)","(17.55, -3.75, 26.378)","(10.05, -16.35, 40.898)","(0.9, -8.85, 24.442)","(-4.95, -9.45, 43.076)","(7.2, -12.45, 29.04)","(2.55, -20.1, 32.186)"
9,0.09,"(69.75, 28.05, 72.842)","(12.75, -39.3, 33.154)","(18.45, 2.85, 54.208)","(17.85, -3.45, 27.588)","(9.3, -14.7, 41.14)","(-0.3, -7.2, 25.652)","(-4.65, -9.45, 41.866)","(7.65, -11.25, 28.314)","(1.35, -21.45, 33.396)"
