,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(40.8, -14.55, 20.086)","(56.4, 13.5, 97.042)","(39.75, 23.4, 79.376)","(19.05, -5.4, 26.62)","(10.8, -16.5, 42.592)","(2.25, -5.4, 29.524)","(-2.7, -8.4, 42.834)","(9.9, -10.2, 26.862)","(2.7, -19.05, 35.09)"
1,0.01,"(38.55, -9.0, 14.036)","(55.65, 13.65, 95.832)","(36.6, 22.5, 79.618)","(18.6, -5.7, 31.46)","(12.45, -15.15, 44.528)","(1.5, -6.45, 27.104)","(-3.15, -8.85, 41.866)","(7.65, -11.25, 32.912)","(3.0, -20.55, 33.88)"
2,0.02,"(42.6, -9.9, 9.68)","(56.25, 12.3, 96.8)","(40.05, 22.2, 78.65)","(19.05, -4.95, 30.976)","(10.8, -16.8, 42.834)","(2.4, -6.15, 26.62)","(-2.85, -9.3, 41.14)","(9.6, -9.45, 29.524)","(2.55, -20.25, 34.606)"
3,0.03,"(42.45, -10.05, 17.908)","(54.6, 12.3, 95.832)","(39.6, 22.2, 79.134)","(17.1, -3.75, 29.04)","(11.4, -17.25, 42.834)","(1.5, -7.35, 24.684)","(-2.55, -7.5, 41.14)","(9.6, -10.05, 28.798)","(3.15, -20.7, 32.186)"
4,0.04,"(42.0, -10.5, 23.232)","(54.0, 12.6, 96.558)","(42.45, 22.05, 83.006)","(16.2, -3.45, 26.862)","(9.0, -14.55, 43.56)","(3.0, -5.85, 27.104)","(-0.75, -8.25, 40.898)","(8.25, -9.6, 28.798)","(3.15, -19.65, 34.606)"
5,0.05,"(44.1, -15.0, 15.246)","(54.9, 14.7, 94.622)","(39.6, 22.05, 79.134)","(16.5, -4.8, 27.83)","(10.8, -16.5, 42.592)","(3.9, -6.15, 25.168)","(-2.7, -8.85, 42.108)","(8.1, -11.7, 29.04)","(4.65, -20.1, 34.848)"
6,0.060000000000000005,"(41.7, -12.15, 20.328)","(54.9, 15.3, 95.59)","(40.2, 23.25, 80.344)","(16.05, -5.25, 29.04)","(10.05, -17.25, 40.414)","(2.85, -6.45, 26.862)","(-3.6, -8.55, 40.656)","(10.95, -10.05, 28.072)","(1.8, -21.6, 32.912)"
7,0.07,"(40.95, -11.25, 12.584)","(57.6, 14.55, 96.316)","(40.5, 22.5, 80.828)","(18.75, -6.6, 30.976)","(10.8, -16.8, 42.592)","(3.75, -6.45, 26.136)","(-2.7, -9.75, 41.866)","(9.75, -11.25, 29.524)","(1.8, -18.75, 32.428)"
8,0.08,"(44.4, -16.2, 19.844)","(54.0, 14.1, 95.59)","(40.8, 24.45, 75.262)","(18.15, -4.8, 25.894)","(10.8, -16.5, 42.108)","(3.45, -7.65, 26.378)","(-4.05, -9.45, 42.35)","(9.75, -9.3, 29.766)","(3.75, -18.75, 32.67)"
9,0.09,"(44.85, -10.8, 23.232)","(56.4, 13.5, 92.686)","(40.2, 22.65, 81.554)","(16.8, -3.45, 29.04)","(11.25, -17.25, 43.318)","(1.8, -7.2, 27.588)","(-2.7, -8.7, 42.35)","(8.7, -11.7, 27.83)","(1.65, -21.6, 34.606)"
10,0.09999999999999999,"(43.8, -11.7, 14.278)","(56.1, 13.5, 98.01)","(39.15, 23.55, 81.07)","(17.1, -6.6, 27.346)","(10.8, -15.3, 43.318)","(2.4, -8.4, 24.442)","(-2.1, -9.45, 41.624)","(9.6, -10.2, 29.766)","(3.45, -20.1, 34.848)"
11,0.10999999999999999,"(47.1, -12.6, 17.182)","(53.85, 13.95, 93.17)","(38.7, 23.4, 80.344)","(18.15, -4.5, 26.62)","(12.3, -16.2, 45.012)","(3.45, -6.75, 27.104)","(-3.6, -9.45, 42.592)","(10.05, -9.9, 27.346)","(3.45, -19.95, 33.88)"
12,0.11999999999999998,"(41.7, -10.8, 14.036)","(53.25, 14.25, 96.074)","(41.85, 22.35, 84.216)","(16.05, -7.35, 27.346)","(12.0, -16.35, 41.624)","(1.05, -7.8, 25.894)","(-2.7, -7.8, 43.076)","(8.7, -9.3, 28.556)","(2.55, -19.5, 37.026)"
13,0.12999999999999998,"(44.7, -10.8, 15.73)","(54.9, 13.95, 95.348)","(38.85, 21.6, 77.44)","(16.95, -4.2, 30.492)","(10.35, -15.9, 41.866)","(2.4, -5.85, 27.588)","(-3.3, -8.55, 41.866)","(8.85, -10.35, 28.798)","(3.3, -20.25, 33.154)"
14,0.13999999999999999,"(42.75, -9.6, 20.57)","(52.65, 12.45, 98.494)","(41.7, 22.5, 78.166)","(17.7, -4.95, 27.588)","(12.15, -15.3, 42.592)","(3.0, -7.8, 29.524)","(-3.15, -9.0, 41.866)","(10.65, -11.55, 29.282)","(3.9, -19.8, 32.912)"
15,0.15,"(45.45, -11.55, 12.1)","(56.85, 13.8, 95.832)","(40.5, 22.35, 77.924)","(17.25, -4.65, 27.83)","(10.8, -16.35, 43.318)","(2.1, -6.15, 26.378)","(-2.85, -9.15, 42.108)","(10.2, -11.4, 29.04)","(3.3, -18.75, 33.88)"
16,0.16,"(45.0, -9.45, 14.52)","(56.7, 12.9, 94.864)","(36.6, 24.15, 77.682)","(17.25, -3.75, 29.282)","(9.45, -16.95, 42.108)","(0.45, -8.1, 27.346)","(-3.0, -8.25, 42.108)","(9.15, -9.6, 30.492)","(4.05, -20.1, 32.912)"
17,0.17,"(45.75, -11.1, 14.036)","(53.4, 14.7, 91.96)","(38.7, 24.6, 82.28)","(18.6, -5.25, 25.894)","(12.15, -15.0, 43.076)","(1.2, -6.0, 22.99)","(-2.7, -9.75, 42.592)","(9.15, -10.2, 30.25)","(3.15, -19.65, 34.122)"
18,0.18000000000000002,"(43.2, -7.05, 21.054)","(54.6, 13.8, 95.59)","(37.65, 23.25, 80.586)","(16.35, -4.95, 28.314)","(11.1, -15.6, 41.624)","(4.2, -7.5, 26.378)","(-3.45, -8.7, 42.592)","(10.95, -9.6, 31.218)","(2.55, -20.25, 30.976)"
19,0.19000000000000003,"(41.7, -9.0, 20.812)","(53.85, 13.5, 93.654)","(40.5, 24.0, 80.828)","(18.15, -3.0, 28.314)","(10.05, -16.2, 41.382)","(3.0, -7.2, 27.83)","(-1.8, -8.55, 42.35)","(9.75, -9.15, 29.524)","(3.15, -20.25, 33.396)"
20,0.20000000000000004,"(42.9, -10.8, 20.086)","(56.85, 13.35, 95.106)","(39.0, 23.25, 80.344)","(16.35, -4.05, 29.524)","(9.6, -16.2, 41.14)","(1.2, -5.7, 27.346)","(-1.5, -9.3, 40.656)","(9.9, -9.45, 29.766)","(2.4, -21.3, 33.638)"
21,0.21000000000000005,"(44.7, -7.05, 22.99)","(54.3, 13.5, 96.558)","(37.35, 23.1, 79.376)","(18.3, -5.7, 28.798)","(9.45, -15.6, 43.802)","(2.4, -8.1, 28.314)","(-1.8, -9.15, 43.56)","(9.9, -10.2, 28.314)","(2.85, -21.15, 34.364)"
22,0.22000000000000006,"(41.85, -9.45, 15.004)","(55.2, 13.35, 96.074)","(36.45, 23.85, 81.312)","(18.3, -6.15, 28.556)","(12.15, -18.0, 43.56)","(2.4, -6.6, 26.862)","(-2.55, -7.35, 41.14)","(10.35, -12.0, 27.346)","(1.65, -21.0, 34.122)"
23,0.23000000000000007,"(42.6, -10.35, 16.698)","(54.3, 13.35, 97.526)","(41.25, 22.5, 81.796)","(17.25, -4.95, 28.556)","(12.0, -16.5, 41.866)","(2.55, -6.0, 25.41)","(-2.7, -9.15, 40.172)","(9.6, -9.75, 30.008)","(2.4, -18.9, 33.88)"
24,0.24000000000000007,"(40.35, -18.0, 18.15)","(54.75, 15.45, 92.202)","(39.3, 24.9, 78.892)","(16.8, -4.35, 29.04)","(10.05, -17.1, 43.802)","(2.1, -7.05, 24.684)","(-3.0, -7.35, 42.35)","(9.9, -10.35, 28.798)","(1.8, -19.65, 32.67)"
25,0.25000000000000006,"(44.4, -13.65, 20.812)","(54.3, 13.5, 96.8)","(40.2, 23.85, 80.344)","(16.95, -5.25, 28.556)","(11.25, -16.5, 41.382)","(1.8, -4.95, 28.314)","(-1.95, -8.7, 40.898)","(9.15, -9.3, 26.862)","(2.55, -20.4, 33.154)"
