,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(70.5, 31.95, 76.956)","(32.55, -14.4, 66.066)","(19.8, 4.8, 58.806)","(54.0, 36.15, 85.184)","(51.0, 34.65, 102.608)","(39.0, 35.7, 85.184)","(40.5, 36.45, 97.768)","(55.65, 38.7, 96.8)","(2.55, -19.2, 35.574)"
1,0.01,"(70.65, 29.25, 77.44)","(37.65, -14.1, 67.76)","(23.7, 5.85, 58.806)","(48.9, 32.55, 90.266)","(50.85, 31.2, 97.042)","(40.65, 34.95, 85.426)","(36.6, 40.5, 99.946)","(54.75, 39.3, 98.01)","(3.0, -18.3, 34.606)"
2,0.02,"(71.4, 30.0, 76.472)","(33.3, -10.05, 65.824)","(21.0, 4.2, 55.902)","(56.85, 37.5, 86.636)","(51.75, 32.55, 99.704)","(42.6, 37.35, 83.732)","(38.4, 40.05, 98.01)","(52.5, 38.85, 97.768)","(2.85, -19.5, 36.542)"
3,0.03,"(71.1, 30.15, 75.746)","(38.4, -15.3, 66.308)","(21.0, 3.45, 56.628)","(54.0, 36.6, 89.298)","(48.45, 33.3, 99.462)","(38.55, 33.75, 84.458)","(39.9, 40.65, 96.558)","(52.5, 38.1, 95.59)","(2.4, -17.85, 32.67)"
4,0.04,"(69.3, 30.0, 76.714)","(36.9, -16.5, 65.582)","(22.35, 6.9, 59.774)","(53.25, 37.05, 86.394)","(51.6, 34.35, 97.284)","(42.6, 34.95, 83.248)","(40.5, 38.1, 103.818)","(50.85, 42.75, 97.042)","(3.15, -19.8, 34.122)"
5,0.05,"(70.95, 31.2, 76.714)","(34.2, -13.35, 67.76)","(20.85, 7.5, 54.934)","(50.85, 36.9, 89.298)","(51.0, 30.3, 94.138)","(43.5, 40.65, 84.216)","(39.6, 42.0, 99.946)","(53.25, 41.55, 90.75)","(3.3, -18.6, 35.816)"
6,0.060000000000000005,"(72.0, 29.25, 76.956)","(31.2, -13.2, 67.518)","(19.95, 5.55, 58.806)","(53.1, 37.2, 88.572)","(46.65, 30.75, 99.462)","(40.2, 38.25, 81.07)","(36.75, 37.35, 101.64)","(55.2, 40.35, 95.348)","(2.55, -18.3, 36.3)"
7,0.07,"(69.9, 29.85, 76.23)","(34.8, -13.65, 61.226)","(25.2, 4.95, 54.208)","(55.5, 37.5, 91.476)","(51.75, 32.1, 99.22)","(40.5, 33.0, 82.764)","(35.55, 37.05, 99.704)","(54.15, 41.1, 96.8)","(1.5, -19.5, 36.784)"
8,0.08,"(71.7, 30.6, 74.294)","(34.05, -12.45, 65.34)","(25.95, 2.7, 52.514)","(54.15, 39.6, 85.426)","(49.8, 31.5, 101.398)","(40.05, 37.5, 83.974)","(40.2, 38.4, 101.156)","(52.2, 38.7, 100.672)","(3.15, -17.4, 35.816)"
9,0.09,"(71.55, 29.4, 75.02)","(34.95, -12.15, 64.372)","(22.5, 4.8, 54.692)","(52.35, 33.45, 88.33)","(52.2, 28.95, 101.882)","(43.65, 36.75, 84.216)","(39.75, 38.55, 103.576)","(52.5, 41.7, 99.704)","(1.65, -19.05, 36.3)"
10,0.09999999999999999,"(70.8, 29.55, 76.472)","(34.95, -10.35, 65.824)","(22.35, 4.35, 58.322)","(53.4, 36.9, 87.362)","(48.75, 32.1, 100.188)","(36.9, 38.4, 86.878)","(38.7, 38.85, 100.914)","(49.95, 40.05, 95.348)","(1.65, -20.25, 34.848)"
11,0.10999999999999999,"(70.95, 29.85, 76.714)","(36.6, -14.1, 65.824)","(22.5, 2.85, 55.418)","(51.75, 39.9, 90.266)","(49.8, 33.75, 104.06)","(40.8, 38.55, 79.376)","(41.1, 40.05, 101.156)","(52.8, 40.2, 94.622)","(3.15, -20.7, 34.364)"
12,0.11999999999999998,"(71.25, 31.95, 77.198)","(36.9, -14.4, 59.532)","(23.55, 3.15, 61.952)","(54.15, 36.45, 91.476)","(50.1, 30.0, 101.156)","(42.0, 33.45, 82.038)","(38.25, 37.2, 100.672)","(54.3, 40.5, 97.526)","(2.4, -20.1, 35.574)"
13,0.12999999999999998,"(70.35, 28.5, 77.44)","(38.1, -12.75, 61.952)","(24.15, 2.4, 52.514)","(50.55, 36.6, 87.362)","(49.5, 34.05, 101.156)","(40.8, 38.55, 80.828)","(37.2, 37.65, 98.494)","(52.35, 38.7, 96.074)","(3.0, -20.1, 33.88)"
14,0.13999999999999999,"(71.25, 29.4, 77.682)","(35.55, -13.65, 68.97)","(20.4, 4.35, 57.596)","(52.65, 36.6, 90.992)","(47.55, 30.45, 98.252)","(39.3, 37.8, 86.152)","(40.95, 38.7, 97.526)","(52.8, 39.75, 93.654)","(1.2, -20.25, 35.09)"
15,0.15,"(70.5, 31.2, 76.956)","(36.6, -13.5, 66.308)","(25.2, 6.3, 55.902)","(51.6, 37.35, 91.476)","(50.85, 34.5, 96.316)","(43.05, 36.15, 84.458)","(37.95, 37.5, 99.22)","(50.85, 40.8, 94.138)","(1.65, -18.9, 35.332)"
16,0.16,"(70.2, 30.3, 76.472)","(37.95, -12.3, 62.194)","(20.55, 4.8, 57.354)","(54.9, 37.05, 87.12)","(52.5, 30.15, 99.22)","(40.8, 36.9, 84.7)","(40.2, 38.7, 101.398)","(54.45, 42.45, 98.978)","(1.05, -18.75, 33.88)"
17,0.17,"(70.5, 29.55, 75.746)","(35.25, -13.5, 65.582)","(21.9, 3.75, 55.176)","(48.75, 34.65, 88.572)","(52.35, 37.5, 104.786)","(36.45, 42.45, 84.942)","(38.4, 42.45, 104.06)","(53.85, 44.4, 96.316)","(0.0, -20.1, 32.186)"
