,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(56.85, 10.05, 42.592)","(55.95, 15.45, 99.22)","(2.85, -15.3, 28.314)","(15.75, -6.0, 29.282)","(10.2, -15.3, 45.496)","(1.5, -3.9, 25.168)","(-3.75, -5.85, 42.834)","(9.0, -7.95, 29.524)","(3.45, -19.2, 33.154)"
1,0.01,"(58.2, 15.45, 50.336)","(55.95, 14.25, 98.01)","(2.1, -15.6, 30.25)","(15.9, -3.9, 28.314)","(9.75, -13.05, 42.834)","(1.5, -5.1, 27.104)","(-2.55, -7.35, 41.866)","(8.55, -6.0, 32.67)","(3.0, -18.9, 35.332)"
2,0.02,"(60.0, 7.8, 48.158)","(56.7, 14.85, 97.768)","(2.7, -16.8, 29.766)","(15.9, -5.4, 27.83)","(12.0, -14.25, 43.56)","(2.55, -4.05, 27.588)","(-0.45, -7.8, 43.318)","(8.7, -7.95, 29.766)","(2.1, -19.5, 34.364)"
3,0.03,"(55.95, 7.65, 48.158)","(56.25, 14.7, 99.462)","(2.25, -15.45, 29.04)","(16.65, -3.0, 28.556)","(11.7, -13.95, 42.834)","(2.4, -4.05, 26.378)","(-1.35, -7.05, 43.802)","(7.65, -8.85, 31.702)","(2.85, -18.75, 35.574)"
4,0.04,"(56.1, 12.75, 46.948)","(56.55, 15.15, 97.284)","(1.95, -16.65, 27.346)","(16.2, -4.8, 25.894)","(10.65, -13.05, 43.076)","(2.55, -4.35, 28.556)","(-0.6, -7.05, 44.044)","(9.9, -6.0, 31.702)","(1.65, -18.3, 34.606)"
5,0.05,"(57.6, 12.15, 45.738)","(55.35, 14.1, 98.978)","(2.7, -15.9, 28.072)","(16.2, -4.35, 29.04)","(9.9, -14.1, 41.382)","(2.7, -2.85, 28.072)","(-1.2, -6.75, 44.528)","(10.2, -8.4, 29.766)","(2.25, -19.5, 33.88)"
6,0.060000000000000005,"(56.4, 9.3, 45.738)","(56.4, 15.45, 96.8)","(1.65, -15.75, 28.556)","(17.25, -5.25, 26.136)","(10.8, -13.05, 43.318)","(1.5, -3.45, 26.378)","(-1.2, -7.35, 43.56)","(9.15, -7.05, 29.04)","(1.8, -19.8, 36.058)"
7,0.07,"(58.05, 9.75, 46.948)","(55.95, 14.85, 98.736)","(2.25, -16.35, 26.862)","(16.2, -5.55, 28.072)","(10.35, -13.65, 42.834)","(1.95, -3.75, 27.104)","(-1.95, -7.05, 41.866)","(8.55, -7.8, 30.25)","(2.85, -17.55, 36.784)"
8,0.08,"(60.6, 7.35, 47.19)","(54.75, 16.35, 97.042)","(2.25, -15.6, 27.346)","(17.1, -5.25, 28.072)","(10.8, -13.2, 41.14)","(0.45, -4.65, 25.894)","(-1.5, -7.05, 42.592)","(9.45, -7.2, 28.798)","(1.65, -18.6, 34.606)"
9,0.09,"(56.1, 12.0, 45.254)","(55.95, 14.7, 97.526)","(2.25, -16.2, 26.62)","(15.45, -4.95, 28.556)","(10.05, -14.85, 44.044)","(2.1, -3.75, 28.314)","(0.6, -7.8, 41.14)","(9.0, -8.55, 30.492)","(3.15, -19.05, 34.606)"
10,0.09999999999999999,"(60.3, 9.3, 48.4)","(56.1, 15.0, 95.348)","(3.3, -16.8, 28.072)","(16.35, -6.0, 29.524)","(10.8, -12.3, 45.254)","(2.25, -3.6, 26.62)","(-2.4, -6.9, 44.528)","(8.4, -6.9, 30.734)","(1.65, -18.6, 34.364)"
11,0.10999999999999999,"(58.35, 13.35, 46.948)","(55.05, 15.45, 98.978)","(1.05, -16.8, 28.072)","(16.65, -4.35, 27.83)","(10.65, -12.9, 43.56)","(1.05, -3.15, 25.41)","(-2.85, -7.05, 43.802)","(8.25, -7.5, 29.04)","(1.8, -18.6, 34.848)"
12,0.11999999999999998,"(55.5, 11.4, 52.514)","(56.4, 14.85, 98.494)","(4.2, -15.9, 29.04)","(15.15, -3.9, 28.798)","(10.35, -13.35, 44.77)","(1.65, -3.3, 28.314)","(-1.95, -8.25, 42.834)","(7.95, -6.45, 31.944)","(1.2, -18.3, 36.3)"
13,0.12999999999999998,"(58.05, 7.8, 49.852)","(55.35, 15.15, 96.558)","(3.6, -15.6, 29.282)","(18.15, -5.4, 30.492)","(10.5, -13.2, 44.044)","(2.1, -2.55, 26.862)","(-1.95, -7.65, 42.35)","(5.85, -7.2, 29.282)","(0.75, -18.3, 35.332)"
14,0.13999999999999999,"(57.3, 11.55, 50.094)","(55.2, 15.45, 97.284)","(3.15, -16.35, 30.008)","(16.65, -3.75, 29.04)","(12.45, -11.55, 43.076)","(0.9, -3.45, 31.46)","(-2.55, -6.45, 44.528)","(8.7, -4.8, 30.976)","(1.2, -18.15, 36.058)"
15,0.15,"(58.05, 10.35, 49.852)","(56.1, 14.4, 97.526)","(0.15, -15.3, 28.798)","(16.5, -4.35, 29.766)","(9.75, -13.35, 42.834)","(2.25, -2.4, 26.136)","(-2.7, -7.2, 44.286)","(7.8, -6.6, 28.556)","(1.8, -18.6, 34.848)"
16,0.16,"(55.65, 10.35, 46.706)","(55.65, 14.85, 96.558)","(1.35, -17.25, 30.734)","(16.05, -4.8, 28.072)","(10.05, -13.65, 45.012)","(1.35, -4.05, 28.798)","(-3.3, -6.9, 39.93)","(8.7, -7.35, 29.766)","(3.0, -18.45, 37.51)"
17,0.17,"(54.0, 12.6, 45.98)","(56.25, 14.1, 97.768)","(1.35, -14.7, 28.314)","(15.45, -5.85, 29.04)","(10.65, -13.05, 44.528)","(0.75, -3.9, 27.346)","(-1.05, -6.3, 42.592)","(9.3, -8.4, 30.734)","(2.1, -16.65, 36.784)"
18,0.18000000000000002,"(58.5, 12.45, 50.82)","(54.0, 15.15, 97.042)","(0.6, -15.45, 27.83)","(17.25, -3.3, 30.008)","(10.65, -13.65, 41.866)","(2.85, -3.15, 26.62)","(-2.55, -6.6, 40.656)","(8.7, -7.5, 30.492)","(1.2, -18.9, 34.848)"
19,0.19000000000000003,"(58.2, 11.85, 47.432)","(55.5, 15.75, 97.768)","(1.05, -16.5, 28.798)","(16.95, -3.9, 28.798)","(9.6, -12.9, 44.286)","(1.2, -3.6, 28.556)","(-3.3, -7.8, 42.108)","(9.3, -6.3, 31.46)","(3.3, -17.55, 34.848)"
20,0.20000000000000004,"(54.75, 10.95, 50.094)","(55.35, 15.0, 98.252)","(2.4, -17.4, 30.492)","(18.0, -5.4, 29.04)","(10.05, -13.8, 42.35)","(2.1, -4.5, 27.588)","(-1.95, -7.35, 43.318)","(7.35, -5.85, 30.976)","(3.3, -17.4, 34.606)"
21,0.21000000000000005,"(57.75, 9.9, 47.19)","(56.55, 15.15, 95.59)","(2.1, -17.7, 29.766)","(16.35, -5.4, 26.62)","(10.05, -16.35, 45.012)","(1.95, -7.35, 27.104)","(-1.95, -8.25, 42.108)","(7.95, -7.5, 30.976)","(1.05, -18.45, 32.912)"
22,0.22000000000000006,"(57.75, 9.0, 49.368)","(54.9, 15.9, 96.074)","(1.5, -16.5, 28.556)","(16.05, -6.45, 27.104)","(9.75, -14.1, 42.35)","(3.9, -4.8, 25.168)","(-1.8, -8.55, 40.656)","(9.15, -7.2, 29.524)","(0.75, -18.45, 35.816)"
23,0.23000000000000007,"(54.75, 10.5, 50.578)","(55.65, 13.95, 96.316)","(3.15, -17.1, 29.524)","(16.35, -7.05, 28.072)","(10.95, -14.4, 41.382)","(2.85, -5.55, 27.346)","(-1.95, -7.95, 39.688)","(8.25, -7.95, 28.072)","(2.4, -19.65, 34.364)"
24,0.24000000000000007,"(58.05, 12.75, 43.076)","(55.65, 14.4, 97.042)","(1.5, -17.7, 29.766)","(17.25, -6.15, 28.556)","(10.5, -15.3, 42.592)","(4.05, -4.95, 26.378)","(-2.55, -6.6, 41.382)","(10.05, -6.9, 29.04)","(1.2, -19.8, 35.332)"
25,0.25000000000000006,"(58.2, 7.95, 52.272)","(55.5, 15.6, 96.8)","(1.95, -15.45, 29.04)","(15.75, -5.55, 28.798)","(9.75, -13.35, 40.656)","(2.1, -4.8, 26.62)","(-1.8, -7.95, 41.866)","(10.65, -7.95, 29.282)","(2.85, -19.05, 32.67)"
26,0.26000000000000006,"(55.8, 10.65, 44.77)","(55.05, 13.8, 96.074)","(1.5, -17.1, 28.556)","(17.4, -5.7, 28.072)","(9.6, -14.85, 43.56)","(1.5, -4.05, 28.314)","(-2.55, -8.85, 43.802)","(9.75, -7.05, 29.524)","(2.85, -19.05, 34.848)"
27,0.2700000000000001,"(55.8, 9.3, 45.738)","(55.5, 14.4, 96.8)","(2.7, -16.2, 27.104)","(17.4, -4.95, 28.314)","(9.6, -13.05, 43.56)","(1.8, -3.15, 27.104)","(-2.4, -7.05, 42.592)","(8.55, -6.75, 32.186)","(3.0, -18.6, 34.122)"
28,0.2800000000000001,"(57.9, 8.7, 45.738)","(55.5, 14.1, 97.768)","(3.15, -17.25, 28.556)","(16.35, -4.8, 28.798)","(10.05, -12.9, 43.318)","(2.4, -4.35, 27.588)","(-0.9, -7.05, 43.56)","(9.45, -7.8, 30.492)","(2.85, -19.8, 36.542)"
29,0.2900000000000001,"(56.4, 9.9, 51.788)","(54.6, 15.45, 96.8)","(2.25, -15.75, 26.862)","(16.35, -5.25, 27.104)","(10.05, -13.05, 43.802)","(1.8, -3.0, 26.136)","(-2.85, -7.65, 42.35)","(8.25, -7.2, 31.944)","(2.4, -17.55, 32.912)"
30,0.3000000000000001,"(56.85, 8.1, 47.916)","(55.8, 15.3, 97.526)","(1.35, -18.45, 27.588)","(15.0, -5.7, 26.62)","(10.65, -15.15, 42.35)","(1.2, -5.1, 26.378)","(-1.05, -7.5, 42.35)","(8.25, -7.2, 28.072)","(2.25, -19.8, 36.058)"
31,0.3100000000000001,"(55.95, 12.3, 49.852)","(54.3, 15.0, 96.558)","(0.75, -17.85, 27.104)","(17.4, -8.55, 26.62)","(10.5, -15.75, 43.56)","(3.3, -7.95, 27.83)","(-2.55, -8.85, 43.076)","(9.0, -7.5, 27.346)","(1.5, -18.6, 33.396)"
32,0.3200000000000001,"(56.1, 9.75, 47.19)","(54.75, 14.85, 97.284)","(3.15, -17.1, 26.378)","(16.8, -6.0, 28.798)","(9.9, -13.95, 42.834)","(2.7, -4.5, 27.588)","(-2.25, -7.95, 42.108)","(8.85, -7.8, 31.702)","(0.6, -18.3, 35.816)"
33,0.3300000000000001,"(58.5, 12.0, 46.464)","(56.25, 14.85, 95.348)","(2.25, -16.95, 28.314)","(16.5, -5.85, 28.072)","(10.5, -14.1, 42.834)","(3.75, -4.5, 28.556)","(-1.95, -7.65, 44.044)","(8.55, -8.7, 30.25)","(1.65, -18.6, 35.332)"
34,0.34000000000000014,"(58.8, 6.3, 45.254)","(55.35, 15.3, 96.8)","(1.05, -16.5, 28.314)","(15.6, -6.3, 27.83)","(9.15, -13.95, 41.382)","(2.1, -4.5, 28.314)","(-0.6, -8.1, 41.14)","(8.7, -9.0, 29.524)","(1.65, -19.65, 34.848)"
35,0.35000000000000014,"(51.9, 10.05, 47.19)","(56.4, 13.8, 95.59)","(2.7, -16.2, 30.008)","(17.4, -5.1, 27.588)","(10.2, -14.1, 43.318)","(2.25, -5.55, 25.652)","(-1.05, -7.8, 43.076)","(10.95, -8.4, 29.04)","(3.15, -18.6, 33.154)"
36,0.36000000000000015,"(58.8, 9.15, 41.624)","(54.9, 15.45, 96.316)","(1.65, -18.75, 27.588)","(17.4, -5.7, 28.556)","(10.05, -17.25, 41.624)","(1.35, -2.7, 25.41)","(-1.5, -6.6, 43.802)","(9.0, -6.9, 31.218)","(2.1, -19.8, 34.848)"
37,0.37000000000000016,"(56.85, 11.25, 44.528)","(55.35, 14.85, 95.59)","(2.7, -15.3, 28.798)","(16.05, -5.4, 29.04)","(10.8, -14.1, 41.624)","(3.0, -3.9, 26.862)","(-1.8, -7.35, 43.56)","(8.7, -6.9, 29.524)","(0.45, -19.65, 35.574)"
38,0.38000000000000017,"(56.55, 11.1, 48.4)","(54.6, 15.0, 98.01)","(1.05, -18.6, 27.83)","(15.6, -4.05, 28.556)","(9.45, -14.1, 42.834)","(2.25, -3.3, 26.136)","(-2.25, -7.35, 41.14)","(10.8, -6.75, 28.072)","(1.65, -18.9, 34.122)"
39,0.3900000000000002,"(54.15, 7.5, 48.884)","(56.1, 14.55, 97.042)","(2.25, -17.4, 29.282)","(16.8, -5.1, 27.83)","(10.05, -14.55, 42.108)","(0.75, -6.0, 26.62)","(-2.55, -7.95, 42.108)","(7.2, -6.75, 26.136)","(3.6, -18.9, 34.606)"
40,0.4000000000000002,"(57.9, 9.3, 48.4)","(55.35, 13.35, 96.316)","(1.5, -17.85, 28.314)","(16.95, -5.55, 29.04)","(9.9, -14.85, 43.802)","(3.0, -4.65, 25.652)","(-2.1, -7.2, 42.592)","(10.8, -7.8, 28.556)","(2.7, -19.8, 36.3)"
41,0.4100000000000002,"(58.05, 6.3, 52.03)","(55.8, 14.7, 97.042)","(3.3, -16.05, 29.04)","(17.1, -4.35, 29.282)","(10.5, -14.85, 44.528)","(1.5, -6.3, 27.588)","(-0.6, -7.2, 41.382)","(8.85, -7.95, 30.734)","(3.6, -19.2, 35.332)"
42,0.4200000000000002,"(60.0, 8.25, 47.19)","(56.25, 15.15, 97.042)","(1.05, -16.8, 29.282)","(16.8, -5.55, 29.524)","(10.35, -14.1, 40.414)","(3.3, -5.4, 28.556)","(-1.8, -7.2, 41.382)","(9.6, -8.25, 29.766)","(2.1, -19.2, 35.332)"
43,0.4300000000000002,"(57.6, 8.25, 44.528)","(56.25, 14.4, 96.074)","(2.85, -17.55, 30.008)","(16.8, -4.95, 29.282)","(10.2, -14.7, 44.044)","(2.25, -6.15, 27.83)","(-1.35, -7.05, 42.108)","(10.35, -5.7, 29.524)","(2.25, -19.2, 36.784)"
44,0.4400000000000002,"(58.95, 9.75, 47.19)","(55.65, 15.0, 97.284)","(2.4, -17.4, 27.588)","(16.65, -5.55, 28.072)","(11.7, -15.15, 42.108)","(3.75, -4.95, 26.62)","(0.75, -6.6, 41.382)","(8.7, -7.35, 32.67)","(1.35, -18.75, 34.606)"
