,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
44,0.4400000000000002,"(57.45, 7.8, 48.158)","(35.7, -12.75, 64.614)","(1.95, -15.15, 27.346)","(37.05, 14.1, 60.258)","(29.4, 8.55, 71.874)","(2.4, -5.7, 26.136)","(-2.25, -9.45, 42.592)","(8.4, -8.1, 29.04)","(1.5, -19.65, 35.09)"
45,0.45000000000000023,"(56.25, 8.1, 44.77)","(36.0, -13.05, 65.582)","(-0.75, -14.7, 28.798)","(37.8, 16.95, 56.628)","(29.55, 10.2, 71.39)","(1.95, -6.0, 27.83)","(-2.4, -6.75, 42.35)","(9.15, -8.4, 28.556)","(2.25, -19.8, 35.574)"
46,0.46000000000000024,"(57.75, 5.85, 52.03)","(35.85, -12.45, 65.582)","(1.95, -18.75, 28.072)","(34.8, 16.05, 59.29)","(29.85, 7.05, 70.906)","(3.45, -6.3, 27.346)","(-1.65, -8.7, 42.108)","(9.9, -9.15, 30.25)","(1.95, -20.7, 37.026)"
47,0.47000000000000025,"(58.5, 9.45, 53.24)","(36.75, -12.9, 64.614)","(6.6, -16.2, 29.766)","(33.3, 16.2, 54.45)","(30.0, 8.4, 71.148)","(1.2, -5.1, 24.926)","(-3.0, -8.7, 42.592)","(9.75, -8.85, 29.766)","(2.7, -19.2, 34.848)"
48,0.48000000000000026,"(59.7, 5.4, 47.674)","(34.35, -13.8, 66.308)","(4.5, -12.75, 30.734)","(32.1, 15.9, 58.564)","(29.4, 8.25, 71.874)","(1.8, -4.65, 28.556)","(-0.3, -8.1, 41.382)","(10.05, -8.4, 30.008)","(1.5, -19.65, 35.816)"
49,0.49000000000000027,"(56.25, 11.7, 48.4)","(34.8, -11.7, 64.13)","(5.1, -23.25, 29.04)","(34.65, 13.65, 60.984)","(31.2, 8.25, 69.454)","(1.65, -5.85, 25.894)","(-2.85, -9.6, 41.866)","(10.5, -9.15, 29.524)","(2.55, -18.45, 32.912)"
50,0.5000000000000002,"(59.85, 10.5, 51.546)","(35.25, -13.2, 67.518)","(-0.9, -16.8, 26.862)","(35.7, 13.8, 59.048)","(30.9, 7.5, 71.39)","(1.5, -6.45, 26.136)","(-2.85, -8.7, 40.414)","(9.15, -9.45, 29.524)","(2.55, -20.4, 33.154)"
51,0.5100000000000002,"(58.35, 10.8, 49.61)","(35.55, -12.9, 63.646)","(-0.45, -15.15, 31.218)","(37.2, 10.65, 55.902)","(29.7, 10.2, 69.454)","(1.35, -5.85, 24.2)","(-3.3, -7.8, 41.866)","(8.7, -10.5, 31.944)","(3.3, -20.1, 31.944)"
52,0.5200000000000002,"(56.7, 11.25, 44.77)","(35.55, -14.7, 63.404)","(0.9, -12.9, 31.944)","(35.55, 18.6, 60.016)","(28.95, 6.45, 68.728)","(3.0, -5.85, 24.926)","(-1.65, -7.5, 40.656)","(9.3, -9.45, 29.766)","(1.65, -20.55, 33.396)"
53,0.5300000000000002,"(57.3, 8.55, 44.77)","(35.4, -12.75, 67.518)","(4.05, -19.95, 32.186)","(37.65, 13.95, 55.418)","(29.85, 6.75, 69.696)","(1.5, -6.15, 26.136)","(-1.2, -8.1, 41.382)","(7.95, -8.55, 29.04)","(2.1, -20.4, 34.122)"
