,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(71.25, 31.35, 72.358)","(44.7, 18.15, 60.5)","(21.45, 1.8, 55.176)","(18.0, -4.5, 29.04)","(10.95, -15.45, 45.98)","(0.3, -4.95, 28.072)","(-2.7, -8.85, 39.204)","(8.85, -8.85, 29.766)","(1.65, -20.1, 33.638)"
1,0.01,"(70.8, 30.75, 75.746)","(43.95, 18.75, 59.29)","(21.15, 4.65, 59.532)","(16.95, -5.7, 29.766)","(12.3, -15.3, 43.56)","(1.8, -4.35, 25.894)","(-3.9, -9.45, 40.172)","(9.3, -8.4, 27.588)","(2.55, -18.45, 34.122)"
2,0.02,"(70.35, 28.8, 77.44)","(45.75, 18.3, 60.258)","(21.6, 4.2, 54.208)","(16.35, -6.15, 27.588)","(10.2, -14.25, 43.802)","(2.55, -6.15, 26.136)","(-2.25, -7.35, 42.592)","(10.65, -8.85, 30.734)","(2.1, -19.95, 32.912)"
3,0.03,"(70.35, 31.2, 75.504)","(43.2, 17.7, 58.806)","(22.8, 6.15, 60.016)","(16.5, -5.4, 30.008)","(10.35, -14.85, 44.286)","(3.15, -5.85, 26.378)","(-3.3, -7.5, 40.414)","(8.25, -9.0, 30.008)","(1.65, -22.95, 34.848)"
4,0.04,"(71.1, 33.3, 76.23)","(43.05, 17.85, 60.5)","(20.55, 4.95, 51.788)","(17.25, -3.3, 30.734)","(10.5, -15.3, 44.77)","(1.95, -5.7, 25.652)","(-2.4, -6.0, 40.656)","(10.65, -9.9, 28.314)","(3.6, -18.3, 34.606)"
5,0.05,"(69.9, 35.25, 73.084)","(44.1, 17.1, 61.226)","(22.95, 6.75, 59.532)","(16.5, -4.95, 29.04)","(11.4, -15.3, 41.14)","(0.9, -4.2, 26.62)","(-3.9, -8.85, 40.656)","(9.6, -10.35, 30.25)","(2.25, -19.5, 33.88)"
6,0.060000000000000005,"(71.1, 30.6, 75.262)","(44.85, 18.75, 58.08)","(24.0, 6.3, 56.87)","(16.65, -4.65, 29.524)","(10.65, -14.7, 41.14)","(2.55, -5.1, 24.926)","(-3.3, -8.1, 39.446)","(7.95, -10.05, 30.734)","(1.95, -20.25, 35.574)"
7,0.07,"(71.7, 32.4, 76.714)","(45.3, 17.4, 59.048)","(24.45, 3.0, 59.048)","(16.35, -4.35, 27.83)","(9.6, -14.85, 43.318)","(1.65, -6.15, 25.894)","(-2.4, -8.1, 42.35)","(8.55, -11.55, 28.314)","(3.6, -18.75, 35.09)"
8,0.08,"(70.5, 30.15, 76.472)","(45.15, 17.55, 60.742)","(23.7, 2.7, 58.806)","(17.25, -4.2, 29.524)","(10.5, -14.55, 43.318)","(0.75, -6.3, 26.136)","(-2.4, -7.8, 41.382)","(8.85, -10.95, 27.83)","(3.45, -18.9, 35.332)"
9,0.09,"(73.05, 30.3, 74.294)","(42.9, 17.7, 61.468)","(21.45, 5.25, 57.838)","(17.7, -5.1, 29.04)","(10.5, -13.65, 45.98)","(1.8, -5.1, 25.894)","(-2.55, -6.9, 43.318)","(8.85, -11.1, 29.766)","(2.1, -19.35, 33.396)"
10,0.09999999999999999,"(72.45, 28.2, 79.618)","(42.75, 17.85, 60.016)","(19.05, 8.55, 59.048)","(17.4, -5.1, 30.976)","(10.35, -15.9, 42.834)","(0.9, -5.25, 27.83)","(-3.15, -8.4, 42.35)","(8.85, -8.85, 30.25)","(0.75, -20.25, 35.332)"
11,0.10999999999999999,"(70.05, 31.8, 79.134)","(43.65, 16.5, 59.048)","(21.9, 1.35, 57.354)","(17.4, -4.35, 27.588)","(10.2, -16.05, 42.108)","(3.45, -6.9, 26.862)","(-1.35, -9.3, 39.204)","(8.85, -8.85, 30.492)","(2.25, -20.7, 32.912)"
12,0.11999999999999998,"(70.95, 29.25, 77.924)","(43.95, 18.0, 59.774)","(22.95, 5.4, 53.724)","(16.5, -4.5, 29.282)","(10.2, -14.4, 41.624)","(1.95, -7.2, 27.346)","(-2.55, -9.0, 42.834)","(9.9, -10.35, 28.798)","(3.3, -20.85, 36.058)"
13,0.12999999999999998,"(69.9, 31.8, 77.682)","(42.9, 17.25, 57.596)","(19.5, 7.2, 57.596)","(17.55, -4.8, 28.072)","(10.95, -13.95, 44.286)","(0.45, -4.5, 28.556)","(-2.1, -7.35, 44.286)","(9.15, -9.15, 27.588)","(3.0, -18.6, 36.784)"
14,0.13999999999999999,"(72.9, 30.3, 72.6)","(45.15, 18.45, 57.838)","(20.7, 5.4, 60.742)","(17.55, -6.3, 26.862)","(10.35, -14.1, 43.56)","(0.9, -5.1, 28.072)","(-3.3, -7.5, 43.076)","(8.85, -9.75, 32.428)","(2.1, -20.25, 35.574)"
15,0.15,"(69.3, 31.05, 77.924)","(42.75, 19.05, 58.564)","(22.5, 2.7, 58.08)","(16.5, -3.9, 28.314)","(9.6, -12.9, 44.044)","(1.2, -4.8, 27.588)","(-4.35, -8.1, 42.35)","(9.0, -10.5, 29.766)","(2.25, -19.95, 36.784)"
