,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(48.3, -5.25, 26.378)","(14.25, -38.85, 35.332)","(39.75, 23.1, 79.86)","(16.35, -4.65, 27.104)","(12.0, -13.05, 44.528)","(0.15, -5.85, 26.136)","(-4.35, -10.2, 43.802)","(7.35, -10.65, 29.04)","(2.25, -21.6, 34.122)"
1,0.01,"(47.55, -4.95, 26.62)","(13.35, -39.45, 35.09)","(38.7, 24.3, 80.344)","(17.4, -6.9, 28.556)","(11.1, -13.35, 42.35)","(0.45, -7.2, 26.62)","(-3.6, -8.85, 41.866)","(8.1, -10.8, 27.588)","(1.5, -21.45, 35.816)"
2,0.02,"(46.8, -5.4, 28.314)","(12.6, -39.3, 32.186)","(39.15, 23.25, 78.166)","(18.6, -6.0, 29.524)","(9.75, -14.7, 42.834)","(1.35, -5.4, 27.588)","(-2.1, -9.0, 42.35)","(9.0, -11.1, 27.346)","(1.8, -21.3, 34.606)"
3,0.03,"(47.25, -4.05, 27.588)","(14.25, -40.65, 33.396)","(40.35, 23.55, 80.102)","(16.5, -5.4, 28.798)","(10.8, -16.35, 42.592)","(-0.3, -7.2, 26.378)","(-3.6, -8.4, 41.866)","(10.05, -11.4, 26.62)","(2.7, -22.2, 33.638)"
4,0.04,"(47.25, -4.95, 26.378)","(15.15, -40.35, 34.848)","(39.6, 23.55, 80.586)","(17.7, -4.95, 30.976)","(10.2, -15.15, 40.898)","(0.0, -5.7, 26.62)","(-4.2, -9.6, 43.56)","(9.15, -10.35, 28.556)","(0.75, -22.2, 33.154)"
5,0.05,"(47.55, -4.95, 27.83)","(15.3, -40.5, 37.026)","(39.75, 22.95, 80.344)","(17.55, -4.2, 28.314)","(12.3, -14.25, 42.592)","(0.6, -6.75, 28.072)","(-5.55, -10.2, 43.318)","(8.55, -10.65, 27.588)","(1.5, -23.7, 34.848)"
6,0.060000000000000005,"(45.9, -6.0, 26.62)","(10.35, -39.45, 30.734)","(38.25, 24.0, 78.65)","(17.1, -5.4, 26.862)","(10.95, -15.75, 44.286)","(0.6, -5.25, 23.716)","(-3.9, -10.35, 39.93)","(7.65, -11.55, 28.798)","(0.9, -20.25, 31.944)"
7,0.07,"(46.5, -5.25, 25.168)","(15.3, -36.75, 34.606)","(39.15, 23.25, 79.618)","(14.1, -3.75, 29.04)","(11.25, -16.05, 41.866)","(2.1, -6.15, 26.378)","(-4.2, -9.15, 41.866)","(9.15, -11.55, 28.314)","(1.2, -21.6, 34.606)"
8,0.08,"(47.1, -5.4, 27.346)","(13.65, -38.55, 35.816)","(39.45, 22.8, 80.586)","(17.4, -5.1, 29.524)","(11.25, -17.1, 43.802)","(2.25, -8.1, 26.62)","(-4.5, -9.0, 41.624)","(8.7, -10.8, 30.008)","(2.4, -22.2, 32.912)"
9,0.09,"(46.8, -4.65, 27.104)","(15.75, -41.7, 31.944)","(38.25, 23.25, 80.586)","(17.7, -4.5, 28.556)","(10.5, -17.1, 42.108)","(0.0, -6.6, 27.346)","(-3.75, -9.9, 41.866)","(10.8, -13.5, 27.346)","(3.75, -21.75, 32.428)"
