,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(60.0, 9.6, 48.158)","(36.15, -13.05, 64.13)","(2.25, -16.65, 29.766)","(15.9, -4.95, 27.346)","(10.95, -12.3, 41.866)","(0.45, -5.4, 24.442)","(-3.6, -7.95, 42.35)","(9.6, -9.75, 30.976)","(3.9, -21.15, 34.606)"
1,0.01,"(57.15, 9.3, 44.286)","(35.7, -12.3, 65.34)","(1.5, -16.35, 26.136)","(18.6, -4.5, 28.798)","(11.55, -13.8, 43.318)","(0.75, -4.5, 25.41)","(-3.3, -8.4, 40.656)","(9.45, -10.65, 30.008)","(3.0, -17.55, 33.396)"
2,0.02,"(56.55, 7.95, 49.852)","(36.45, -12.6, 64.856)","(3.15, -16.65, 27.588)","(17.1, -4.5, 28.072)","(11.4, -12.9, 44.286)","(2.7, -4.35, 28.798)","(-2.4, -8.7, 42.108)","(9.75, -10.65, 29.766)","(2.7, -19.5, 32.67)"
3,0.03,"(54.6, 9.15, 46.948)","(35.7, -13.2, 65.098)","(3.45, -16.5, 27.346)","(17.25, -4.95, 27.104)","(10.8, -13.65, 41.866)","(1.65, -5.1, 24.2)","(-2.1, -9.45, 42.592)","(9.3, -11.1, 30.25)","(4.35, -19.95, 33.396)"
4,0.04,"(57.75, 9.9, 46.222)","(36.3, -12.45, 65.098)","(2.1, -16.05, 28.556)","(17.55, -5.1, 27.83)","(10.05, -14.1, 42.108)","(2.7, -4.65, 25.41)","(-2.1, -9.15, 40.898)","(9.9, -11.4, 31.702)","(3.0, -20.4, 33.154)"
5,0.05,"(56.1, 9.0, 51.788)","(35.1, -12.9, 64.856)","(3.75, -16.2, 27.588)","(17.1, -3.75, 27.83)","(10.8, -14.4, 42.108)","(2.4, -6.15, 25.41)","(-1.5, -8.4, 40.656)","(9.15, -10.2, 29.04)","(3.6, -19.5, 33.638)"
6,0.060000000000000005,"(57.6, 8.25, 43.56)","(35.25, -13.2, 63.646)","(2.7, -15.45, 27.588)","(18.3, -4.2, 25.168)","(10.05, -14.4, 40.656)","(1.35, -4.8, 27.588)","(-2.1, -7.65, 41.382)","(9.9, -9.0, 29.04)","(2.55, -21.3, 34.606)"
7,0.07,"(59.55, 11.25, 47.432)","(36.9, -14.25, 64.614)","(3.15, -15.9, 29.524)","(16.5, -4.65, 29.524)","(10.5, -14.55, 40.656)","(4.2, -4.65, 28.798)","(-1.5, -7.5, 41.866)","(9.75, -10.8, 29.04)","(2.7, -20.55, 34.364)"
8,0.08,"(58.65, 7.2, 49.368)","(36.6, -14.85, 64.372)","(3.0, -15.45, 28.556)","(16.8, -3.9, 26.862)","(11.85, -16.65, 39.93)","(3.45, -7.35, 27.83)","(-1.65, -8.85, 43.318)","(10.2, -9.6, 30.492)","(2.25, -19.5, 32.912)"
9,0.09,"(59.4, 9.6, 45.254)","(35.25, -12.6, 62.92)","(2.4, -16.5, 30.976)","(18.3, -5.1, 27.588)","(11.55, -14.7, 41.14)","(2.55, -7.35, 26.62)","(-3.15, -8.25, 42.592)","(9.6, -10.35, 31.218)","(3.0, -20.25, 35.332)"
10,0.09999999999999999,"(62.1, 8.25, 43.318)","(36.45, -12.3, 63.888)","(1.95, -16.35, 26.136)","(17.85, -5.85, 28.556)","(10.35, -14.4, 41.866)","(1.8, -6.6, 25.168)","(-3.15, -9.15, 40.414)","(10.5, -10.35, 28.072)","(3.15, -20.85, 33.154)"
