,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(69.9, 29.55, 72.358)","(17.85, -39.45, 37.268)","(21.75, 5.25, 54.692)","(16.65, -5.25, 29.524)","(9.75, -14.85, 43.076)","(0.9, -6.45, 26.862)","(-4.95, -10.2, 39.688)","(8.4, -9.3, 27.588)","(2.4, -21.15, 35.574)"
1,0.01,"(70.05, 30.45, 70.664)","(19.5, -39.3, 33.88)","(22.05, 7.2, 55.66)","(17.55, -3.6, 26.378)","(10.5, -15.3, 44.286)","(1.5, -6.3, 27.104)","(-4.5, -11.25, 41.866)","(9.9, -11.85, 28.556)","(3.45, -21.15, 33.638)"
2,0.02,"(70.65, 27.75, 71.874)","(12.15, -40.95, 34.606)","(21.9, 7.5, 56.144)","(16.95, -4.95, 29.04)","(10.2, -17.1, 43.076)","(1.2, -6.6, 26.136)","(-4.5, -12.15, 40.898)","(9.3, -10.05, 28.556)","(2.85, -19.35, 32.186)"
3,0.03,"(69.0, 30.15, 74.052)","(13.5, -38.7, 35.09)","(21.45, 4.2, 56.87)","(17.1, -3.75, 26.62)","(9.45, -15.9, 41.866)","(2.1, -7.8, 26.862)","(-4.5, -12.15, 41.14)","(10.2, -10.65, 28.556)","(4.5, -19.5, 33.154)"
4,0.04,"(70.8, 28.8, 73.084)","(15.15, -37.65, 38.478)","(20.55, 4.8, 54.45)","(15.3, -3.0, 26.862)","(11.55, -15.3, 44.044)","(2.4, -6.75, 25.894)","(-4.05, -11.55, 35.574)","(10.35, -11.85, 28.556)","(3.0, -20.25, 32.912)"
5,0.05,"(70.2, 27.15, 71.39)","(16.95, -36.9, 35.816)","(21.15, 5.1, 55.418)","(16.8, -3.9, 28.072)","(9.9, -13.95, 42.35)","(0.9, -8.25, 26.136)","(-3.6, -10.8, 41.624)","(8.85, -9.45, 28.314)","(1.65, -20.55, 33.638)"
6,0.060000000000000005,"(69.3, 29.4, 72.116)","(12.3, -39.75, 34.122)","(19.05, 4.8, 52.998)","(16.05, -3.75, 28.798)","(11.25, -16.95, 42.35)","(1.05, -7.35, 25.168)","(-4.35, -10.35, 40.656)","(11.85, -10.05, 31.218)","(1.35, -19.35, 35.332)"
7,0.07,"(69.9, 29.25, 72.6)","(14.55, -36.6, 36.3)","(21.9, 4.65, 57.838)","(16.95, -2.7, 27.588)","(9.75, -16.2, 43.318)","(0.6, -6.75, 26.862)","(-4.05, -11.25, 40.656)","(9.3, -10.8, 27.83)","(4.05, -19.5, 32.67)"
8,0.08,"(69.75, 30.0, 72.6)","(16.5, -36.6, 32.912)","(22.2, 6.45, 56.144)","(18.15, -2.55, 28.556)","(8.55, -15.75, 41.382)","(0.15, -7.5, 24.2)","(-5.85, -11.1, 42.108)","(8.85, -11.25, 27.346)","(2.1, -18.6, 33.396)"
9,0.09,"(69.6, 28.8, 73.81)","(16.2, -39.6, 33.154)","(19.8, 6.0, 57.596)","(16.95, -4.5, 27.104)","(8.55, -16.05, 41.382)","(1.2, -9.0, 25.41)","(-4.95, -12.0, 37.026)","(10.5, -11.55, 28.314)","(3.75, -20.55, 33.638)"
10,0.09999999999999999,"(69.9, 31.05, 76.23)","(15.75, -38.85, 36.3)","(22.5, 5.25, 57.596)","(17.7, -3.75, 27.346)","(8.55, -15.0, 42.108)","(1.35, -6.45, 26.62)","(-3.3, -10.2, 40.414)","(8.85, -10.35, 28.072)","(1.95, -21.15, 32.67)"
11,0.10999999999999999,"(70.2, 29.25, 73.326)","(14.55, -38.55, 33.638)","(20.25, 4.5, 55.176)","(16.5, -4.05, 25.652)","(10.8, -15.0, 39.688)","(1.95, -8.25, 27.346)","(-4.8, -10.95, 41.624)","(9.3, -10.95, 29.766)","(1.95, -19.2, 32.428)"
12,0.11999999999999998,"(70.35, 29.55, 72.842)","(15.3, -41.55, 33.638)","(22.5, 5.55, 55.66)","(14.7, -3.9, 28.072)","(9.6, -15.15, 44.044)","(0.75, -7.65, 26.62)","(-4.2, -11.55, 41.866)","(8.85, -9.0, 29.524)","(1.65, -18.9, 33.638)"
13,0.12999999999999998,"(69.6, 30.3, 72.358)","(14.7, -37.5, 34.364)","(20.1, 5.25, 55.66)","(16.35, -3.75, 29.04)","(10.35, -16.05, 39.688)","(1.5, -7.35, 27.104)","(-4.95, -11.25, 40.414)","(8.4, -9.75, 30.492)","(2.4, -18.45, 34.606)"
14,0.13999999999999999,"(70.05, 28.35, 75.262)","(17.25, -37.05, 32.186)","(21.45, 5.55, 53.482)","(17.1, -4.05, 28.072)","(9.45, -15.9, 41.866)","(1.2, -7.2, 26.862)","(-4.8, -10.2, 39.688)","(9.3, -10.35, 28.556)","(3.45, -18.6, 31.46)"
15,0.15,"(70.05, 28.65, 72.6)","(14.1, -37.2, 32.67)","(20.1, 5.4, 54.934)","(18.3, -3.15, 28.556)","(9.75, -14.4, 42.592)","(0.15, -7.2, 26.378)","(-4.65, -10.95, 39.446)","(8.4, -8.25, 27.83)","(2.25, -21.15, 35.816)"
16,0.16,"(70.5, 28.05, 73.326)","(19.5, -37.95, 35.332)","(19.95, 5.55, 53.482)","(16.95, -4.8, 29.282)","(11.85, -13.95, 42.35)","(1.65, -7.5, 24.684)","(-3.6, -11.4, 40.656)","(9.15, -9.45, 26.136)","(1.5, -20.4, 33.88)"
17,0.17,"(70.8, 29.55, 73.326)","(17.7, -40.65, 34.122)","(20.4, 6.75, 58.806)","(16.05, -3.45, 25.652)","(9.6, -15.75, 41.14)","(0.6, -6.9, 25.168)","(-3.6, -11.25, 40.898)","(8.7, -12.75, 26.136)","(4.05, -20.7, 32.67)"
18,0.18000000000000002,"(69.6, 29.85, 75.02)","(14.25, -37.8, 30.976)","(19.65, 4.65, 57.596)","(16.5, -4.05, 28.314)","(9.45, -15.3, 42.35)","(1.5, -6.9, 25.168)","(-2.7, -10.5, 40.414)","(9.9, -11.25, 30.734)","(2.4, -19.5, 34.364)"
19,0.19000000000000003,"(70.95, 30.75, 72.116)","(15.45, -38.7, 34.848)","(22.05, 6.3, 55.418)","(17.25, -1.05, 24.684)","(10.2, -16.35, 41.14)","(1.2, -5.55, 28.072)","(-5.25, -10.95, 40.414)","(8.85, -10.5, 25.168)","(1.5, -19.95, 35.332)"
20,0.20000000000000004,"(69.75, 28.8, 72.842)","(16.5, -39.75, 33.88)","(18.9, 4.65, 54.692)","(16.8, -2.85, 29.766)","(9.45, -15.15, 43.076)","(1.2, -6.6, 27.588)","(-3.6, -10.2, 41.624)","(8.7, -9.75, 30.25)","(1.95, -20.1, 31.218)"
21,0.21000000000000005,"(70.5, 30.0, 72.842)","(16.5, -36.75, 34.364)","(22.35, 6.45, 58.08)","(16.95, -4.2, 27.104)","(9.9, -15.45, 41.14)","(1.5, -5.85, 27.346)","(-4.35, -11.7, 39.93)","(9.3, -11.4, 24.926)","(0.9, -18.75, 33.396)"
22,0.22000000000000006,"(69.9, 27.9, 72.842)","(13.05, -37.8, 35.09)","(22.65, 3.6, 54.934)","(16.5, -3.45, 27.346)","(9.75, -15.45, 42.35)","(1.65, -5.7, 26.378)","(-4.5, -11.1, 40.414)","(8.25, -9.15, 26.136)","(1.05, -19.2, 33.638)"
23,0.23000000000000007,"(69.45, 29.25, 73.568)","(15.45, -41.4, 34.122)","(20.7, 3.75, 55.176)","(18.0, -4.05, 29.04)","(9.6, -14.25, 43.076)","(-0.75, -6.6, 26.136)","(-4.65, -12.15, 41.382)","(9.45, -8.4, 28.072)","(2.1, -18.75, 32.428)"
24,0.24000000000000007,"(69.45, 29.25, 72.116)","(14.25, -36.15, 32.67)","(22.8, 7.35, 53.24)","(16.35, -2.85, 27.104)","(9.75, -13.5, 43.56)","(1.2, -5.85, 27.588)","(-3.75, -11.7, 40.898)","(8.85, -10.8, 27.104)","(2.4, -19.2, 31.702)"
25,0.25000000000000006,"(69.6, 28.2, 72.6)","(14.1, -37.95, 30.976)","(21.6, 5.7, 52.998)","(15.6, -2.7, 26.378)","(9.9, -15.3, 44.286)","(-0.9, -4.95, 26.62)","(-2.85, -10.8, 40.656)","(9.15, -11.1, 28.556)","(0.9, -20.4, 33.638)"
26,0.26000000000000006,"(69.75, 30.3, 73.326)","(13.65, -38.1, 29.282)","(21.9, 3.6, 59.048)","(17.1, -4.05, 29.04)","(11.4, -12.75, 43.802)","(-0.6, -5.25, 26.136)","(-4.5, -10.2, 40.414)","(9.45, -11.7, 28.314)","(1.95, -19.5, 33.154)"
27,0.2700000000000001,"(69.75, 28.65, 75.02)","(14.1, -37.5, 35.09)","(22.5, 4.8, 57.354)","(18.15, -4.5, 28.072)","(10.2, -15.0, 42.592)","(-0.45, -6.15, 26.136)","(-2.85, -9.45, 39.446)","(9.75, -10.2, 28.798)","(1.5, -18.0, 32.912)"
28,0.2800000000000001,"(70.2, 29.25, 73.568)","(15.75, -38.1, 33.396)","(21.15, 3.6, 54.692)","(16.35, -3.6, 26.862)","(10.35, -13.65, 42.592)","(-0.15, -4.8, 26.62)","(-4.2, -10.5, 41.866)","(10.05, -11.1, 30.734)","(1.05, -20.7, 35.332)"
29,0.2900000000000001,"(70.65, 29.4, 74.536)","(17.1, -37.65, 37.994)","(21.9, 3.0, 54.692)","(16.2, -3.9, 28.314)","(9.45, -14.1, 44.286)","(0.15, -6.3, 26.62)","(-3.9, -10.35, 39.446)","(9.0, -10.35, 31.46)","(3.3, -20.7, 34.122)"
30,0.3000000000000001,"(68.85, 29.55, 72.6)","(12.15, -37.2, 35.574)","(19.65, 5.1, 55.902)","(16.5, -5.1, 27.588)","(10.5, -14.1, 45.012)","(0.6, -5.4, 26.136)","(-4.05, -9.6, 39.446)","(8.55, -12.15, 28.314)","(0.75, -21.0, 34.606)"
