,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(67.5, 25.65, 36.3)","(12.9, -39.9, 34.848)","(38.7, 21.45, 77.44)","(17.85, -5.55, 28.798)","(10.35, -16.65, 41.14)","(1.8, -7.95, 23.958)","(-1.2, -10.8, 40.898)","(9.9, -12.9, 29.282)","(3.15, -22.65, 35.574)"
1,0.01,"(69.0, 25.8, 36.058)","(14.25, -41.55, 36.784)","(38.85, 21.9, 77.44)","(18.6, -4.35, 30.25)","(10.65, -17.25, 42.108)","(3.15, -7.5, 27.83)","(-2.1, -9.75, 43.076)","(7.8, -13.8, 29.766)","(3.0, -21.75, 33.638)"
2,0.02,"(69.45, 28.2, 35.574)","(14.1, -42.45, 32.912)","(37.65, 21.45, 79.376)","(16.95, -5.85, 28.556)","(9.9, -16.2, 44.286)","(1.8, -7.5, 28.314)","(-4.65, -10.05, 43.802)","(9.15, -15.75, 31.46)","(3.3, -22.35, 36.058)"
3,0.03,"(68.7, 26.25, 35.332)","(14.7, -41.4, 36.058)","(37.35, 21.0, 79.376)","(17.55, -4.65, 28.798)","(11.25, -15.6, 44.286)","(0.0, -6.6, 25.894)","(-4.35, -7.8, 44.286)","(7.8, -12.75, 30.008)","(3.3, -23.1, 33.638)"
4,0.04,"(67.65, 26.1, 35.816)","(15.0, -41.25, 35.09)","(37.05, 21.15, 77.924)","(16.95, -5.4, 30.25)","(8.55, -15.9, 42.592)","(1.65, -7.65, 26.62)","(-3.3, -10.2, 40.414)","(8.1, -12.6, 29.04)","(3.9, -23.1, 33.638)"
5,0.05,"(68.25, 24.9, 35.574)","(13.05, -38.25, 33.88)","(38.7, 22.05, 77.198)","(16.2, -5.4, 27.588)","(9.6, -17.85, 43.802)","(0.45, -8.4, 26.378)","(-3.6, -10.35, 43.076)","(9.3, -12.75, 29.766)","(2.7, -23.55, 33.396)"
6,0.060000000000000005,"(68.55, 26.55, 36.784)","(14.55, -38.7, 32.428)","(38.4, 22.65, 78.65)","(17.55, -5.85, 26.62)","(11.55, -16.95, 41.624)","(1.2, -8.4, 26.378)","(-5.55, -10.35, 44.286)","(8.4, -12.0, 27.104)","(4.2, -23.25, 34.848)"
7,0.07,"(68.25, 26.7, 34.848)","(14.1, -39.45, 34.848)","(37.65, 18.75, 80.344)","(19.05, -4.05, 28.314)","(8.7, -15.3, 41.624)","(1.35, -8.1, 25.894)","(-3.15, -10.5, 41.382)","(7.05, -13.95, 29.282)","(3.6, -21.75, 35.816)"
8,0.08,"(68.25, 25.05, 35.574)","(14.4, -40.65, 31.46)","(39.15, 20.85, 75.988)","(17.4, -6.3, 28.798)","(9.9, -18.75, 40.172)","(0.15, -9.0, 26.136)","(-3.6, -10.95, 43.802)","(8.25, -14.1, 29.524)","(3.3, -22.95, 36.542)"
9,0.09,"(69.3, 26.7, 35.816)","(15.75, -41.4, 28.798)","(36.75, 22.05, 79.134)","(17.4, -7.8, 28.314)","(11.55, -20.7, 45.496)","(0.9, -7.95, 25.652)","(-3.45, -10.5, 42.592)","(8.25, -13.95, 28.072)","(3.3, -22.65, 36.058)"
