,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(69.0, 27.0, 36.058)","(12.9, -38.1, 34.606)","(37.8, 21.15, 77.924)","(17.25, -4.35, 28.556)","(11.7, -17.85, 42.592)","(2.1, -7.65, 27.346)","(-4.95, -10.65, 44.044)","(6.15, -13.5, 30.25)","(3.75, -22.2, 36.058)"
1,0.01,"(68.1, 24.6, 35.574)","(13.8, -42.0, 32.67)","(37.8, 21.3, 78.65)","(18.15, -6.3, 28.314)","(12.0, -13.95, 45.012)","(0.9, -7.35, 27.104)","(-4.95, -9.75, 40.898)","(9.15, -14.85, 30.25)","(2.1, -22.5, 33.88)"
2,0.02,"(68.85, 27.45, 35.574)","(15.6, -40.8, 30.008)","(37.35, 21.75, 78.408)","(18.75, -5.25, 28.798)","(11.4, -14.4, 45.012)","(1.05, -6.0, 27.346)","(-3.9, -10.5, 42.834)","(7.8, -14.25, 29.282)","(3.15, -22.35, 36.542)"
3,0.03,"(68.7, 26.25, 35.574)","(11.25, -40.65, 35.09)","(38.25, 21.45, 78.65)","(16.2, -5.85, 29.282)","(11.4, -15.9, 41.866)","(0.75, -6.75, 24.684)","(-4.05, -9.15, 42.834)","(9.3, -12.15, 29.282)","(4.5, -22.05, 32.67)"
4,0.04,"(68.4, 26.55, 36.058)","(16.5, -41.7, 37.026)","(37.65, 20.85, 77.682)","(18.3, -5.1, 28.556)","(11.4, -15.6, 42.108)","(1.65, -6.0, 28.314)","(-3.6, -8.85, 43.076)","(9.45, -14.85, 31.218)","(2.1, -22.05, 34.122)"
5,0.05,"(68.4, 26.4, 35.332)","(14.1, -40.65, 31.46)","(38.1, 21.45, 78.408)","(17.7, -5.4, 26.136)","(10.05, -15.0, 43.56)","(0.15, -7.2, 26.378)","(-2.7, -10.05, 42.834)","(8.25, -12.6, 29.524)","(1.95, -22.2, 36.058)"
6,0.060000000000000005,"(69.3, 26.55, 35.816)","(13.65, -41.25, 31.218)","(37.05, 22.2, 77.44)","(17.1, -5.85, 30.25)","(10.5, -14.7, 44.044)","(1.65, -7.2, 24.2)","(-4.2, -10.35, 40.898)","(8.4, -11.25, 29.282)","(3.9, -23.4, 35.574)"
7,0.07,"(68.85, 27.6, 35.574)","(13.5, -40.8, 36.542)","(37.35, 22.8, 78.408)","(16.95, -5.85, 27.83)","(12.15, -15.15, 42.834)","(1.2, -4.95, 29.04)","(-4.5, -10.5, 43.076)","(9.6, -11.85, 31.218)","(3.9, -21.9, 36.3)"
8,0.08,"(69.0, 25.95, 35.09)","(15.75, -39.9, 34.606)","(37.05, 21.9, 78.166)","(16.5, -6.3, 27.83)","(10.65, -15.45, 43.318)","(0.15, -6.3, 28.314)","(-4.8, -10.05, 41.866)","(9.15, -12.3, 28.314)","(2.4, -21.9, 34.606)"
9,0.09,"(67.95, 27.6, 36.058)","(16.2, -38.25, 35.09)","(37.8, 21.3, 79.376)","(16.35, -4.65, 27.83)","(13.2, -17.55, 43.56)","(0.75, -7.2, 26.62)","(-3.15, -9.75, 41.866)","(9.75, -12.6, 28.798)","(2.55, -22.35, 33.396)"
10,0.09999999999999999,"(68.25, 26.4, 35.816)","(15.75, -37.8, 31.702)","(38.4, 22.35, 76.956)","(16.05, -6.75, 29.282)","(10.2, -16.8, 44.044)","(0.9, -7.05, 27.588)","(-3.6, -8.85, 41.382)","(8.55, -11.4, 29.766)","(2.85, -21.45, 34.364)"
11,0.10999999999999999,"(68.55, 26.1, 36.3)","(12.45, -39.6, 36.3)","(36.45, 21.6, 77.682)","(16.95, -6.75, 27.346)","(12.6, -16.95, 43.56)","(1.5, -7.65, 26.62)","(-3.9, -9.75, 44.044)","(7.5, -11.85, 30.008)","(2.55, -22.35, 35.332)"
12,0.11999999999999998,"(67.95, 28.65, 34.606)","(14.1, -39.3, 33.396)","(39.0, 21.45, 77.198)","(17.1, -7.05, 30.976)","(9.6, -16.35, 41.866)","(2.85, -8.4, 28.314)","(-2.1, -9.15, 41.624)","(9.3, -11.1, 29.04)","(1.35, -21.15, 34.122)"
13,0.12999999999999998,"(68.85, 27.9, 36.058)","(16.05, -42.15, 37.268)","(36.75, 22.05, 78.166)","(17.4, -4.35, 28.072)","(13.05, -17.55, 43.076)","(0.9, -8.25, 27.346)","(-3.6, -10.5, 41.866)","(8.25, -12.6, 28.314)","(3.0, -21.9, 34.606)"
14,0.13999999999999999,"(69.6, 29.55, 36.058)","(15.45, -38.55, 34.606)","(37.8, 22.2, 77.198)","(16.05, -5.55, 29.766)","(12.6, -17.7, 43.076)","(0.3, -9.3, 26.862)","(-3.9, -12.45, 41.624)","(7.2, -13.2, 32.67)","(1.95, -22.8, 34.122)"
15,0.15,"(69.45, 28.05, 35.816)","(17.1, -42.6, 34.122)","(38.1, 20.25, 78.65)","(17.85, -5.7, 27.588)","(10.65, -16.8, 42.592)","(3.6, -9.3, 26.378)","(-2.7, -10.2, 42.108)","(9.9, -13.5, 32.186)","(3.0, -21.0, 35.816)"
