,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(56.25, 8.85, 42.108)","(33.3, -15.6, 30.25)","(-0.45, -20.1, 21.054)","(16.65, -5.1, 26.862)","(9.9, -16.5, 46.464)","(0.75, -7.05, 25.894)","(-3.6, -8.25, 40.898)","(8.85, -12.75, 27.83)","(1.2, -21.75, 34.848)"
1,0.01,"(55.95, 10.65, 40.414)","(34.35, -16.05, 30.492)","(2.55, -16.5, 27.83)","(16.65, -5.55, 29.282)","(10.8, -16.2, 43.318)","(1.95, -6.15, 28.072)","(-3.75, -9.6, 45.254)","(8.1, -10.05, 30.008)","(3.3, -21.75, 34.848)"
2,0.02,"(56.55, 7.05, 41.14)","(34.65, -14.85, 30.734)","(-3.0, -15.45, 30.25)","(17.4, -5.7, 26.378)","(11.7, -15.15, 43.318)","(1.2, -7.2, 25.652)","(-2.7, -9.75, 40.656)","(8.55, -12.45, 29.04)","(2.1, -22.95, 34.848)"
3,0.03,"(56.85, 7.65, 39.446)","(33.6, -16.05, 32.186)","(3.75, -17.4, 33.396)","(15.9, -5.1, 27.588)","(11.55, -16.05, 41.624)","(0.75, -7.35, 26.378)","(-3.75, -9.6, 44.044)","(9.6, -12.3, 29.524)","(3.6, -20.4, 35.332)"
4,0.04,"(57.9, 6.45, 44.528)","(33.9, -15.15, 31.944)","(-2.25, -20.4, 31.702)","(17.25, -4.95, 25.41)","(10.05, -14.85, 44.286)","(1.2, -6.6, 26.136)","(-3.15, -8.4, 42.592)","(8.25, -10.5, 29.524)","(0.45, -23.25, 34.122)"
5,0.05,"(55.5, 4.35, 45.98)","(31.65, -15.9, 30.25)","(-1.05, -18.15, 28.072)","(17.7, -4.8, 28.314)","(11.1, -16.2, 43.56)","(2.4, -7.5, 26.62)","(-3.3, -8.4, 41.14)","(7.8, -12.75, 27.83)","(1.8, -22.2, 35.09)"
6,0.060000000000000005,"(55.65, 7.5, 44.044)","(33.3, -15.3, 30.492)","(0.45, -19.2, 27.588)","(18.3, -6.6, 28.798)","(11.1, -20.1, 45.012)","(1.95, -8.25, 26.378)","(-4.2, -10.5, 40.898)","(8.7, -12.3, 28.314)","(1.65, -22.5, 33.396)"
7,0.07,"(56.25, 7.35, 50.336)","(33.9, -16.2, 31.218)","(4.2, -17.55, 29.04)","(17.55, -6.3, 26.62)","(9.45, -16.35, 43.318)","(0.0, -7.8, 25.652)","(-2.25, -8.85, 40.414)","(8.55, -11.4, 28.556)","(1.8, -21.9, 34.364)"
8,0.08,"(57.45, 5.85, 44.044)","(33.75, -15.0, 29.766)","(1.05, -19.8, 27.588)","(17.7, -6.45, 29.282)","(10.2, -15.6, 40.656)","(1.2, -8.55, 27.104)","(-3.9, -9.3, 39.204)","(7.65, -12.15, 29.282)","(3.0, -22.2, 33.88)"
9,0.09,"(55.95, 6.6, 41.14)","(33.15, -14.7, 31.702)","(-3.45, -17.4, 23.958)","(17.55, -4.95, 25.168)","(10.65, -16.95, 41.382)","(2.25, -6.75, 28.798)","(-2.85, -9.0, 44.044)","(7.05, -11.55, 29.524)","(2.85, -21.75, 34.606)"
10,0.09999999999999999,"(56.85, 8.7, 42.35)","(34.65, -14.85, 31.218)","(1.5, -20.4, 27.588)","(15.3, -5.7, 29.282)","(10.5, -16.05, 44.77)","(1.95, -8.7, 27.588)","(-2.7, -8.85, 41.866)","(9.45, -10.95, 28.072)","(2.1, -22.35, 33.638)"
11,0.10999999999999999,"(52.2, 11.1, 45.012)","(36.0, -15.9, 30.008)","(1.95, -19.8, 26.378)","(19.65, -6.3, 27.104)","(9.75, -17.1, 41.382)","(1.5, -9.15, 28.072)","(-3.9, -7.5, 41.624)","(7.8, -12.6, 31.218)","(3.75, -23.7, 33.88)"
12,0.11999999999999998,"(55.8, 6.45, 47.916)","(31.95, -14.25, 31.944)","(2.25, -15.3, 28.072)","(17.55, -5.55, 28.798)","(11.25, -17.7, 42.834)","(1.5, -7.95, 26.136)","(-4.05, -8.85, 41.382)","(8.25, -12.0, 28.556)","(2.4, -22.35, 33.638)"
13,0.12999999999999998,"(55.95, 4.65, 42.592)","(33.0, -17.55, 30.25)","(0.6, -19.5, 28.798)","(17.1, -6.0, 31.46)","(11.1, -17.25, 43.56)","(1.8, -7.5, 25.894)","(-4.2, -9.75, 42.592)","(7.65, -10.8, 30.492)","(2.55, -22.35, 33.396)"
14,0.13999999999999999,"(55.65, 6.6, 45.738)","(35.25, -16.65, 30.976)","(2.85, -17.4, 28.798)","(17.7, -6.3, 30.008)","(10.95, -16.65, 42.108)","(2.7, -7.5, 27.83)","(-3.6, -9.0, 43.318)","(7.35, -11.4, 28.798)","(2.55, -22.2, 32.67)"
