,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(55.65, 11.4, 42.108)","(31.5, -13.35, 60.016)","(41.25, 25.2, 81.796)","(16.8, -7.2, 28.314)","(11.25, -17.55, 45.012)","(1.2, -5.1, 25.652)","(-2.25, -6.45, 41.382)","(7.05, -10.65, 29.524)","(2.55, -20.4, 34.606)"
1,0.01,"(56.25, 8.55, 49.61)","(33.45, -15.0, 63.888)","(42.75, 25.05, 85.91)","(17.1, -7.2, 27.588)","(10.8, -15.9, 42.108)","(3.15, -5.85, 27.588)","(-3.45, -10.35, 42.592)","(9.9, -10.2, 30.25)","(2.1, -20.85, 31.944)"
2,0.02,"(58.65, 10.2, 48.4)","(32.55, -12.45, 64.372)","(40.05, 27.15, 82.038)","(17.7, -7.05, 27.83)","(10.5, -16.8, 42.834)","(0.9, -8.4, 27.104)","(-3.3, -9.0, 42.35)","(7.5, -11.1, 30.008)","(1.5, -20.7, 33.88)"
3,0.03,"(59.7, 8.55, 45.98)","(34.65, -13.65, 66.066)","(41.25, 23.7, 83.248)","(17.55, -6.0, 27.588)","(10.8, -18.0, 43.076)","(-0.3, -7.05, 27.83)","(-3.15, -8.25, 42.592)","(7.95, -9.6, 28.314)","(1.5, -20.25, 33.154)"
4,0.04,"(56.7, 11.25, 48.642)","(37.95, -12.45, 67.034)","(41.55, 26.7, 83.732)","(16.8, -6.15, 28.556)","(10.65, -18.15, 41.624)","(2.25, -9.0, 26.136)","(-1.8, -9.45, 40.656)","(10.2, -10.05, 28.314)","(3.0, -20.55, 34.122)"
5,0.05,"(58.5, 9.3, 48.884)","(31.65, -10.65, 67.76)","(40.35, 26.85, 83.248)","(16.95, -6.75, 27.588)","(10.8, -18.15, 42.592)","(1.95, -6.9, 26.378)","(-3.9, -8.85, 40.898)","(9.45, -10.5, 30.25)","(1.95, -18.9, 32.186)"
6,0.060000000000000005,"(55.35, 9.0, 50.82)","(33.45, -14.85, 67.76)","(43.35, 21.75, 80.344)","(17.25, -6.75, 29.04)","(8.4, -17.55, 43.318)","(3.15, -7.5, 26.136)","(-2.4, -8.7, 42.35)","(8.1, -9.75, 29.04)","(3.75, -20.7, 34.606)"
7,0.07,"(60.0, 10.65, 51.062)","(34.35, -11.85, 65.824)","(38.85, 24.0, 79.376)","(16.95, -6.3, 30.492)","(11.55, -17.25, 45.012)","(1.65, -6.0, 25.41)","(-1.95, -9.15, 42.108)","(9.6, -10.8, 29.282)","(2.1, -20.25, 35.332)"
8,0.08,"(57.3, 8.55, 43.318)","(34.5, -13.05, 68.244)","(39.9, 22.05, 84.458)","(16.65, -6.45, 27.588)","(9.6, -14.55, 42.834)","(1.5, -6.45, 28.314)","(-4.8, -9.9, 41.14)","(8.85, -9.45, 30.492)","(1.35, -20.85, 35.332)"
9,0.09,"(57.45, 9.6, 40.898)","(34.5, -15.15, 66.308)","(40.05, 23.7, 83.974)","(18.0, -6.15, 29.766)","(11.1, -15.6, 42.834)","(0.15, -5.7, 26.862)","(-3.45, -7.95, 40.656)","(8.1, -9.15, 28.072)","(1.8, -19.5, 35.332)"
