,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(70.8, 29.85, 75.262)","(18.75, -39.15, 36.542)","(23.4, 1.8, 51.788)","(17.25, -4.8, 29.282)","(12.0, -16.35, 40.898)","(2.55, -7.2, 24.684)","(-0.9, -7.95, 42.108)","(9.45, -10.8, 27.83)","(1.5, -21.45, 32.186)"
1,0.01,"(71.55, 29.85, 73.326)","(15.0, -39.9, 32.186)","(21.9, 4.5, 53.724)","(16.05, -6.0, 27.104)","(10.5, -14.4, 41.14)","(1.8, -5.4, 24.2)","(-1.95, -8.85, 39.688)","(9.75, -10.2, 27.83)","(3.6, -20.1, 32.912)"
2,0.02,"(71.25, 29.4, 74.536)","(18.15, -37.8, 34.122)","(21.0, 3.0, 56.87)","(19.5, -4.95, 26.136)","(11.25, -16.2, 38.962)","(3.9, -8.1, 28.314)","(-2.25, -7.05, 40.898)","(8.85, -10.05, 29.04)","(2.4, -21.0, 31.944)"
3,0.03,"(71.55, 29.4, 73.084)","(19.05, -40.8, 34.606)","(21.75, 2.4, 55.66)","(15.75, -4.35, 26.62)","(10.8, -14.85, 41.382)","(1.5, -6.45, 23.958)","(-1.95, -7.65, 39.93)","(9.15, -10.5, 29.524)","(3.15, -19.65, 33.88)"
4,0.04,"(70.95, 30.15, 74.052)","(16.65, -37.95, 30.734)","(21.75, 5.1, 51.062)","(18.0, -6.0, 27.346)","(10.35, -14.85, 41.866)","(1.95, -4.95, 27.346)","(-2.85, -7.05, 38.962)","(9.0, -10.5, 28.798)","(3.75, -19.65, 34.364)"
5,0.05,"(70.35, 30.0, 74.778)","(15.15, -39.45, 32.428)","(24.75, 6.75, 53.482)","(17.7, -6.0, 26.862)","(11.7, -15.6, 41.866)","(1.35, -6.15, 25.168)","(-3.6, -7.2, 42.108)","(9.15, -10.8, 26.862)","(2.25, -20.1, 33.154)"
6,0.060000000000000005,"(71.1, 28.8, 74.536)","(17.7, -37.5, 28.556)","(21.15, 4.35, 52.756)","(18.0, -5.7, 28.072)","(11.25, -16.05, 41.866)","(1.8, -5.1, 26.136)","(-2.1, -8.85, 42.108)","(8.25, -10.65, 29.766)","(3.45, -20.7, 31.46)"
7,0.07,"(72.0, 30.6, 74.052)","(17.1, -37.5, 31.944)","(20.7, 5.25, 55.66)","(17.4, -5.4, 28.556)","(9.3, -15.6, 40.898)","(4.05, -6.6, 25.652)","(-4.35, -8.55, 39.688)","(9.0, -10.5, 27.588)","(3.3, -21.0, 32.912)"
8,0.08,"(71.55, 30.15, 74.536)","(16.05, -38.85, 34.364)","(19.5, 2.55, 52.998)","(18.45, -4.8, 28.072)","(11.25, -16.8, 42.35)","(1.8, -7.35, 25.652)","(-3.9, -8.7, 41.624)","(8.7, -9.75, 29.524)","(3.0, -20.7, 34.848)"
9,0.09,"(71.85, 28.8, 73.81)","(16.5, -40.2, 34.848)","(19.95, 4.5, 54.208)","(17.4, -4.35, 30.25)","(12.15, -15.75, 42.592)","(2.25, -6.45, 25.894)","(-2.1, -8.55, 40.898)","(8.7, -11.1, 29.282)","(1.8, -19.8, 32.67)"
10,0.09999999999999999,"(71.1, 30.3, 74.052)","(15.15, -38.25, 31.218)","(20.1, 3.0, 57.354)","(18.9, -5.25, 26.62)","(10.65, -15.6, 40.414)","(2.55, -5.55, 24.926)","(-2.85, -8.25, 39.446)","(8.25, -9.75, 31.46)","(1.95, -20.1, 33.88)"
11,0.10999999999999999,"(71.55, 29.85, 75.504)","(15.9, -39.3, 37.994)","(21.15, 0.75, 53.482)","(18.6, -4.95, 27.346)","(9.75, -15.6, 39.93)","(3.45, -7.65, 26.378)","(-2.4, -7.35, 41.866)","(10.8, -9.0, 26.378)","(2.7, -19.95, 35.332)"
12,0.11999999999999998,"(72.0, 29.7, 73.568)","(17.25, -37.95, 30.008)","(23.7, 4.05, 54.45)","(17.4, -6.15, 28.314)","(10.95, -15.75, 41.382)","(3.45, -6.0, 27.104)","(-2.85, -8.85, 40.898)","(9.3, -10.95, 26.62)","(2.7, -19.95, 32.67)"
13,0.12999999999999998,"(70.5, 30.15, 73.568)","(16.5, -41.7, 36.784)","(22.95, 2.55, 53.966)","(17.1, -7.05, 30.25)","(10.2, -15.0, 41.624)","(2.1, -6.0, 24.684)","(-2.7, -8.4, 41.14)","(8.25, -9.9, 27.83)","(3.45, -20.25, 35.574)"
14,0.13999999999999999,"(71.7, 30.15, 75.02)","(15.3, -38.1, 33.638)","(22.95, 2.1, 54.208)","(17.85, -5.7, 28.314)","(10.35, -15.6, 40.172)","(3.75, -7.8, 27.588)","(-2.55, -9.0, 40.172)","(8.25, -10.05, 28.798)","(3.9, -19.65, 34.848)"
15,0.15,"(71.1, 29.1, 74.536)","(15.9, -37.95, 36.058)","(20.55, 3.45, 51.304)","(16.8, -7.35, 29.524)","(10.95, -16.05, 42.108)","(1.65, -6.15, 24.2)","(-2.1, -8.1, 41.382)","(7.95, -10.2, 29.766)","(2.25, -19.95, 34.364)"
16,0.16,"(71.4, 29.4, 74.052)","(17.7, -37.65, 31.46)","(24.75, 3.15, 55.176)","(16.2, -4.65, 27.346)","(11.1, -16.35, 41.866)","(3.75, -5.7, 25.652)","(-2.25, -8.7, 38.72)","(8.7, -10.35, 28.556)","(3.15, -20.85, 32.428)"
17,0.17,"(71.1, 30.45, 74.294)","(17.85, -40.05, 30.734)","(21.75, 4.5, 53.966)","(17.85, -5.7, 28.072)","(10.65, -15.3, 40.172)","(1.35, -6.9, 25.41)","(-1.8, -9.0, 40.172)","(8.7, -10.35, 27.83)","(4.5, -21.75, 32.912)"
18,0.18000000000000002,"(70.95, 30.0, 74.052)","(16.8, -38.85, 37.026)","(22.2, 5.7, 55.176)","(16.8, -4.35, 27.346)","(10.2, -16.95, 42.108)","(0.9, -7.65, 26.136)","(-3.9, -7.2, 40.656)","(10.35, -10.2, 29.766)","(1.95, -19.8, 32.912)"
19,0.19000000000000003,"(71.55, 28.65, 74.536)","(15.45, -37.05, 34.122)","(25.05, 1.5, 51.788)","(17.7, -4.8, 28.314)","(10.5, -14.85, 42.592)","(1.8, -7.95, 26.136)","(-2.7, -7.2, 41.624)","(9.45, -8.55, 29.04)","(1.5, -19.5, 33.88)"
20,0.20000000000000004,"(71.55, 28.95, 73.568)","(17.4, -40.05, 34.364)","(23.55, 1.8, 52.998)","(17.85, -4.8, 26.862)","(11.55, -16.5, 42.108)","(3.45, -4.8, 24.684)","(-1.35, -8.55, 39.688)","(7.95, -9.6, 27.83)","(1.95, -21.15, 34.848)"
21,0.21000000000000005,"(70.35, 28.8, 74.052)","(18.0, -39.45, 31.218)","(24.0, 0.9, 53.482)","(18.9, -6.0, 28.556)","(12.0, -15.15, 43.076)","(3.45, -7.35, 24.926)","(-2.55, -9.3, 41.866)","(9.45, -9.6, 27.83)","(2.7, -21.0, 32.912)"
22,0.22000000000000006,"(70.65, 29.55, 75.988)","(17.7, -37.95, 31.46)","(21.45, 3.0, 55.418)","(17.25, -6.0, 27.346)","(10.65, -15.3, 42.834)","(2.4, -6.15, 25.894)","(-1.95, -6.75, 42.35)","(8.7, -8.4, 28.556)","(3.0, -21.3, 32.67)"
23,0.23000000000000007,"(71.4, 30.0, 75.988)","(17.7, -40.5, 36.784)","(24.0, 3.15, 55.418)","(18.3, -5.85, 29.04)","(11.25, -15.15, 42.35)","(1.8, -5.55, 25.168)","(-0.75, -8.55, 39.688)","(10.8, -10.8, 27.83)","(1.8, -20.85, 32.428)"
24,0.24000000000000007,"(71.55, 29.85, 74.778)","(16.65, -38.25, 35.332)","(21.75, 5.7, 53.966)","(18.3, -4.95, 26.62)","(11.25, -15.75, 40.656)","(1.5, -4.95, 26.136)","(-3.0, -9.9, 39.93)","(7.95, -9.15, 28.556)","(2.1, -19.5, 32.912)"
25,0.25000000000000006,"(70.8, 30.0, 74.294)","(16.65, -40.8, 33.154)","(23.1, 3.75, 55.902)","(16.95, -6.45, 28.556)","(12.0, -17.4, 39.688)","(0.9, -6.75, 27.104)","(-3.6, -7.2, 40.656)","(8.7, -8.85, 30.734)","(2.55, -21.0, 33.88)"
26,0.26000000000000006,"(69.9, 29.7, 75.02)","(17.7, -37.8, 31.218)","(21.45, 4.5, 52.514)","(18.9, -6.45, 29.04)","(11.1, -15.9, 41.866)","(1.05, -5.1, 27.104)","(-2.7, -8.4, 42.108)","(8.25, -9.3, 28.798)","(2.25, -20.4, 33.88)"
