,Time Stamp,Sensor 1,Sensor 2,Sensor 3,Sensor 4,Sensor 5,Sensor 6,Sensor 7,Sensor 8,Sensor 9
0,0.0,"(29.25, 8.4, 46.706)","(36.15, -13.5, 32.67)","(40.8, 25.05, 80.828)","(18.45, -5.7, 28.556)","(11.1, -15.75, 41.14)","(2.25, -5.7, 27.104)","(-4.5, -9.0, 42.834)","(9.75, -9.45, 30.008)","(1.95, -21.0, 34.122)"
1,0.01,"(28.35, 9.9, 42.834)","(37.05, -13.05, 31.46)","(41.55, 22.95, 81.07)","(17.85, -4.95, 29.04)","(10.35, -15.75, 42.108)","(3.75, -4.95, 24.684)","(-2.1, -7.2, 40.656)","(10.65, -10.8, 29.766)","(2.55, -20.25, 33.396)"
2,0.02,"(29.7, 10.5, 47.916)","(35.7, -13.65, 31.944)","(42.15, 23.7, 78.892)","(17.85, -6.15, 26.136)","(11.7, -16.05, 41.866)","(3.45, -4.8, 27.588)","(-2.4, -7.8, 42.108)","(9.75, -9.15, 26.136)","(2.4, -18.6, 33.638)"
3,0.03,"(28.5, 7.2, 46.464)","(36.75, -14.85, 31.944)","(41.1, 22.95, 80.828)","(18.9, -6.75, 27.83)","(11.85, -15.9, 40.656)","(2.4, -4.95, 28.556)","(-2.55, -7.05, 41.624)","(8.4, -8.55, 29.282)","(2.7, -19.5, 33.638)"
4,0.04,"(28.95, 11.4, 48.158)","(36.45, -13.8, 31.702)","(41.4, 22.95, 81.312)","(18.45, -5.25, 26.862)","(10.65, -15.45, 43.318)","(4.05, -7.2, 26.62)","(-2.7, -7.5, 40.898)","(9.0, -8.85, 27.346)","(2.85, -20.1, 34.848)"
5,0.05,"(29.55, 7.95, 48.884)","(36.6, -14.25, 31.702)","(40.05, 24.6, 80.102)","(18.9, -5.7, 28.314)","(11.55, -15.3, 40.414)","(3.0, -5.7, 26.136)","(-1.8, -7.5, 41.866)","(9.0, -8.7, 29.282)","(3.0, -20.1, 33.88)"
6,0.060000000000000005,"(28.2, 10.65, 46.464)","(37.5, -13.65, 31.944)","(42.0, 24.75, 82.28)","(18.75, -4.8, 26.62)","(12.15, -14.7, 39.204)","(2.7, -6.9, 26.136)","(-1.05, -7.05, 39.688)","(10.05, -7.05, 29.766)","(3.9, -19.8, 34.364)"
7,0.07,"(28.35, 7.65, 45.012)","(36.6, -12.6, 32.428)","(42.6, 24.0, 82.28)","(16.95, -6.15, 27.83)","(11.4, -15.3, 39.688)","(2.25, -5.7, 26.378)","(-1.2, -8.85, 42.108)","(10.5, -8.25, 26.136)","(2.4, -20.25, 33.88)"
8,0.08,"(28.95, 8.85, 45.98)","(37.8, -13.35, 32.912)","(42.3, 23.55, 80.828)","(18.15, -6.45, 28.072)","(13.95, -15.75, 43.076)","(3.45, -6.0, 27.588)","(-1.35, -6.9, 39.204)","(9.0, -8.4, 30.734)","(1.8, -19.35, 35.09)"
9,0.09,"(30.6, 7.5, 43.802)","(36.75, -12.6, 32.186)","(41.7, 23.1, 79.618)","(18.3, -6.9, 28.072)","(10.8, -14.55, 41.866)","(4.05, -8.25, 24.684)","(-0.9, -7.95, 39.204)","(9.15, -8.25, 31.46)","(3.45, -19.95, 34.122)"
